 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.0559386	0.059359707	0.06473335	0.08157594	0.111611865	0.15142919	0.26254874	0.2128026
a21	0.11875821	0.19669841	0.17736709	0.13407534	0.1584923	0.100745045	0.066007525	0.047856055
a31	0.066100664	0.08230234	0.12049747	0.07941509	0.18498403	0.12322632	0.15548736	0.18798672
a21	0.1817213	0.21987897	0.22952406	0.09463962	0.12669006	0.060764056	0.04477497	0.04200699
a31	0.09579163	0.14356777	0.16359699	0.08215162	0.17682469	0.135829	0.10270877	0.09952951
a13	0.13755156	0.2050711	0.22704217	0.09578876	0.12410253	0.0761991	0.06448386	0.06976087
a35	0.13732038	0.17226861	0.16001567	0.10516478	0.118228115	0.1323702	0.10198483	0.0726474
a37	0.11433937	0.16948491	0.13652456	0.073411115	0.16181011	0.16281255	0.11112984	0.07048759
a31	0.12661004	0.1833459	0.22924344	0.11672186	0.15473647	0.09340674	0.05552235	0.04041314
a37	0.1334898	0.20122021	0.23352681	0.1082316	0.12154193	0.09082675	0.06147898	0.049684014
a31	0.12195802	0.1573213	0.17663376	0.104951635	0.16022244	0.12771496	0.09067675	0.060521115
a24	0.13824458	0.14952771	0.17765386	0.110019095	0.17619331	0.11733037	0.076714456	0.054316644
a31	0.13166022	0.11776568	0.1592964	0.12546284	0.11618346	0.13108183	0.12017711	0.09837248
a13	0.16908234	0.13510887	0.1457628	0.109610476	0.17304154	0.122313865	0.082853295	0.062226847
a31	0.14443375	0.10492354	0.16575901	0.13444886	0.104519024	0.110710144	0.11412063	0.12108502
a27	0.19356099	0.13395695	0.13394317	0.11006599	0.12763874	0.13121857	0.09246025	0.07715531
a31	0.16313933	0.11036335	0.16780202	0.13067463	0.105225325	0.073414594	0.110118784	0.1392619
a35	0.19174942	0.12970728	0.1288337	0.102912195	0.09873364	0.11973067	0.11387996	0.11445322
</S>	0.14081964	0.1190031	0.15028006	0.1366418	0.11497167	0.0756025	0.116377145	0.1463041
