 	questo	muro	vuole	uno	specchio	</S>
a31	0.13605417	0.10748788	0.13419928	0.18760096	0.2178557	0.21680208
a24	0.27369505	0.26647434	0.21537033	0.097382806	0.0790579	0.06801961
a31	0.22601907	0.23447734	0.1974557	0.126715	0.117194906	0.098138
a41	0.40588155	0.28864986	0.13924359	0.07053312	0.053348497	0.042343408
a39	0.3041693	0.24945365	0.17267664	0.1027799	0.09363183	0.077288605
a43	0.3426826	0.26033458	0.17023554	0.093560174	0.07205635	0.061130736
a24	0.22017345	0.22097047	0.19923294	0.121673696	0.13097243	0.10697707
a37	0.32542846	0.2781139	0.1771626	0.09501754	0.07316983	0.05110767
a20	0.33694237	0.28052667	0.16511405	0.08477183	0.07064877	0.061996385
a41	0.2259992	0.26886985	0.19632435	0.115889184	0.10019976	0.09271768
a18	0.24267022	0.23522292	0.21257323	0.11581053	0.105944656	0.08777841
a31	0.24600731	0.23835872	0.19333631	0.12814657	0.10705735	0.08709374
a11	0.28381842	0.27247214	0.18030092	0.10566535	0.08567379	0.07206941
a31	0.21194437	0.2614244	0.21308802	0.12285325	0.10369143	0.086998455
a29	0.25877553	0.27819285	0.20018467	0.10526811	0.085748784	0.07183003
a7	0.18518911	0.25300702	0.22550185	0.1268705	0.11326465	0.09616683
a31	0.18519057	0.18984826	0.16708437	0.13365409	0.16953778	0.15468502
a37	0.19809309	0.24861485	0.2300059	0.12748128	0.102273695	0.09353125
a31	0.165544	0.17607687	0.15521865	0.14766002	0.18439081	0.17110969
a20	0.17535415	0.18737572	0.21193601	0.14767526	0.13765073	0.1400081
</S>	0.1496879	0.16111872	0.1620042	0.1787755	0.18277182	0.16564181
