 	dovevo	comprare	il	pane	ogni	giorno	</S>
a20	0.11919669	0.116485976	0.11761349	0.11892642	0.13185947	0.18126316	0.21465479
a31	0.1278848	0.11262832	0.091354735	0.107307814	0.20233178	0.15406688	0.20442566
a37	0.39922982	0.24378942	0.1281816	0.06682051	0.0706922	0.040389013	0.050897487
a31	0.23397496	0.20438181	0.13964234	0.097576	0.14144674	0.09156501	0.09141317
a7	0.37666312	0.25665388	0.13896447	0.06504187	0.062200043	0.044718184	0.055758487
a31	0.17165828	0.16353309	0.13100584	0.08408045	0.1770047	0.1150189	0.15769877
a44	0.3533528	0.25636426	0.16955237	0.08603261	0.047390852	0.043174706	0.044132404
a31	0.19297427	0.18804215	0.16032085	0.08327692	0.12773609	0.11027885	0.1373709
a7	0.28210074	0.23036936	0.17668392	0.09633985	0.0677096	0.07850936	0.06828711
a3	0.22954896	0.2166181	0.16533694	0.07303165	0.109169655	0.10114607	0.10514858
a20	0.19164489	0.1955363	0.18394247	0.10352937	0.12248692	0.09690439	0.105955675
a31	0.22038774	0.19592217	0.16889141	0.100768685	0.12179544	0.08759971	0.104634844
a0	0.30425	0.21880771	0.14562215	0.11568795	0.075364955	0.07034444	0.069922835
a31	0.18549846	0.1877897	0.16612485	0.077180944	0.14281978	0.099550016	0.14103635
a8	0.29424155	0.20892297	0.14487895	0.1182639	0.07699618	0.08480069	0.07189577
</S>	0.23698565	0.24357584	0.21006562	0.08570018	0.08090356	0.061879404	0.08088968
