 	forse	stanno	ancora	svegli	</S>
a31	0.13241698	0.12473148	0.250494	0.24738646	0.2449711
a10	0.42641455	0.2629085	0.144812	0.10049595	0.06536902
a20	0.23316431	0.20045377	0.2540132	0.15646197	0.1559068
a31	0.24464138	0.1582974	0.20887934	0.19724879	0.19093318
a18	0.22902346	0.18425138	0.22577623	0.19251011	0.16843878
a31	0.22224905	0.15813476	0.2627605	0.16171394	0.1951418
a35	0.21669544	0.18284892	0.2561452	0.17237417	0.17193623
a31	0.26655036	0.18873234	0.21735111	0.14601637	0.18134984
a10	0.24823824	0.20913802	0.25390598	0.13906555	0.14965221
a20	0.37861797	0.21672177	0.14107159	0.13650887	0.12707981
a29	0.2988298	0.21142411	0.17962551	0.13328646	0.17683414
a20	0.23416795	0.18463616	0.25160044	0.12632583	0.20326962
a31	0.2282059	0.17053513	0.24833731	0.13312176	0.21979988
a28	0.37573326	0.26906145	0.1490086	0.106690556	0.0995062
a8	0.2529975	0.16746652	0.24206145	0.14733543	0.19013906
a21	0.24213345	0.19023067	0.2459385	0.16763498	0.1540624
</S>	0.21982244	0.18958113	0.26605797	0.20364104	0.1208974
