 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.10150184	0.12631711	0.1332381	0.12684946	0.13109924	0.12059633	0.11357931	0.14681862
a39	0.21556628	0.15457837	0.095756896	0.08113471	0.109996654	0.0873714	0.1539411	0.10165453
a41	0.08250048	0.07804052	0.06631242	0.07343578	0.10639325	0.15731035	0.21408854	0.22191869
a39	0.15245463	0.107750125	0.08934784	0.09118236	0.111190006	0.09726615	0.20218676	0.14862213
a20	0.2406201	0.15487601	0.09514387	0.08423903	0.07539015	0.0727316	0.15833153	0.11866771
a0	0.25521076	0.14913341	0.082376115	0.08296056	0.07486607	0.082869716	0.14665623	0.12592714
a31	0.18949817	0.1486048	0.08783214	0.06512306	0.087027006	0.109285794	0.13833506	0.17429395
a13	0.32211503	0.12482232	0.08494369	0.1090892	0.06759002	0.07739142	0.096349634	0.11769871
a17	0.25552696	0.17270902	0.09291904	0.06965818	0.0883472	0.08383862	0.09496965	0.14203133
a31	0.2042628	0.16583566	0.09408833	0.06220327	0.088878565	0.07921566	0.12042923	0.18508653
a3	0.4128768	0.154397	0.074016735	0.07186735	0.06055354	0.056885507	0.08698324	0.0824198
a46	0.16097881	0.15790613	0.11373489	0.079705544	0.098784916	0.08511316	0.15492448	0.14885207
</S>	0.13165472	0.1449921	0.10739283	0.07646335	0.09510402	0.08304757	0.18978469	0.17156069
