 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.078880884	0.07855209	0.085220866	0.138629	0.15091288	0.15161288	0.1523034	0.16388798
a27	0.14758095	0.15560707	0.1205856	0.09979267	0.11164886	0.13620599	0.14167698	0.0869019
a8	0.18998605	0.2640244	0.16438782	0.09044303	0.07505486	0.070484646	0.06344341	0.08217577
a28	0.1782953	0.24431692	0.18914476	0.08719074	0.059242085	0.07503337	0.06726356	0.09951318
a31	0.2514758	0.28012624	0.18264286	0.10070494	0.06836009	0.0434296	0.034167156	0.039093304
a24	0.24618164	0.25103372	0.24467798	0.109859765	0.06401507	0.03019872	0.022799157	0.031233944
a31	0.19865951	0.23548175	0.1599957	0.10909073	0.08211771	0.06872071	0.06492275	0.08101113
a10	0.22010016	0.24498229	0.23714569	0.12754275	0.07355223	0.038062964	0.02675675	0.03185723
a20	0.19217871	0.24848008	0.18743172	0.1231485	0.07087951	0.055758055	0.050961185	0.071162246
a31	0.18753612	0.2615726	0.2152672	0.11565094	0.059323214	0.04846478	0.04387401	0.068311125
a39	0.18814047	0.22505146	0.22296233	0.14028506	0.08039732	0.057343896	0.041423906	0.04439551
a31	0.19033016	0.21334429	0.18878403	0.12614007	0.06931288	0.066158324	0.069900125	0.07603012
a18	0.18565929	0.18972144	0.20481454	0.15230347	0.08714934	0.06888888	0.056825813	0.054637246
a31	0.17858885	0.18647213	0.19846398	0.13881204	0.0798734	0.06251838	0.07434609	0.08092519
a17	0.19696125	0.17385955	0.19825608	0.14645508	0.08712762	0.063977525	0.068558834	0.06480414
a31	0.1662429	0.17218348	0.18798885	0.16736515	0.12110943	0.06220785	0.05684697	0.06605538
a8	0.19826072	0.17365263	0.19962446	0.15114987	0.09060281	0.06287007	0.061013058	0.06282639
</S>	0.14537299	0.15065974	0.16374342	0.17102082	0.1603988	0.08494416	0.07774132	0.04611876
