 	avete	fatto	già	le	verdure	</S>
a6	0.10908509	0.10903821	0.10944584	0.13400221	0.22154705	0.31688163
a46	0.076971516	0.102612615	0.1222406	0.18636315	0.19934298	0.31246918
a21	0.119098514	0.21813951	0.20699328	0.18696678	0.14054136	0.12826057
a20	0.24095376	0.38077974	0.14038207	0.113682136	0.061705768	0.06249655
a24	0.2801007	0.37453866	0.13765039	0.090095304	0.057913452	0.059701543
a31	0.2018156	0.331001	0.16827151	0.14081234	0.086210355	0.07188927
a14	0.29675618	0.2413641	0.17854819	0.09854413	0.09496716	0.089820236
a41	0.18146364	0.2872292	0.17559604	0.15905228	0.106566675	0.090092085
a37	0.17562784	0.28588468	0.17885855	0.15264499	0.11437552	0.0926084
a31	0.2719712	0.3226711	0.14702225	0.1173458	0.072109334	0.06888026
a6	0.23203635	0.22893137	0.20786287	0.118347004	0.11054366	0.102278806
a46	0.13035104	0.14870706	0.20542015	0.184334	0.17711475	0.15407301
a31	0.14351632	0.21910061	0.19035481	0.16165844	0.14418583	0.14118399
a17	0.2647612	0.23838282	0.18564537	0.11857682	0.10355312	0.08908065
a20	0.15608682	0.16199905	0.18569295	0.18069613	0.16919295	0.14633207
a31	0.20585153	0.2913265	0.14776368	0.14436536	0.11132558	0.09936736
a17	0.23824736	0.21169661	0.20451127	0.12503643	0.11865698	0.10185138
a20	0.16675217	0.14694639	0.16673324	0.17489621	0.17841908	0.16625296
a31	0.18300965	0.2279852	0.15136968	0.15987572	0.1405155	0.13724416
a20	0.29287872	0.19737308	0.18418077	0.12260789	0.1079603	0.09499921
a17	0.17022063	0.1485516	0.13039324	0.15969636	0.17820552	0.21293268
a31	0.19032721	0.1621858	0.0959709	0.13652758	0.1900868	0.2249017
a23	0.33529902	0.16164649	0.14582227	0.15539072	0.10705029	0.094791114
a31	0.20394273	0.18013878	0.077829935	0.089528374	0.167538	0.2810222
a8	0.29833442	0.15109359	0.1381395	0.16834122	0.1282708	0.11582048
a31	0.21762545	0.1876008	0.08664764	0.09873195	0.1515909	0.2578033
a28	0.27305427	0.15750225	0.12046235	0.161386	0.15059656	0.13699856
a21	0.19357142	0.17352061	0.07957953	0.12692031	0.17129816	0.25510997
a31	0.1726486	0.16374543	0.087314725	0.11663406	0.1705167	0.2891405
</S>	0.29768488	0.14813104	0.11995736	0.16384229	0.14129098	0.12909345
