 	avete	cucinato	le	verdure	</S>
a31	0.2091626	0.21099684	0.21781898	0.17598721	0.1860344
a46	0.29252228	0.14024557	0.24711546	0.17162038	0.1484963
a20	0.21231537	0.13386108	0.19025429	0.21753255	0.24603677
a31	0.20642006	0.15031075	0.23889656	0.2179541	0.18641853
a17	0.28868353	0.19762298	0.23295695	0.18564466	0.09509185
a31	0.21801133	0.17314789	0.23085305	0.19535288	0.18263477
a35	0.29539406	0.17353874	0.20514077	0.19884309	0.12708332
a31	0.2771348	0.19403951	0.20791498	0.16316094	0.15774982
a46	0.34951547	0.15033981	0.15479386	0.17196223	0.17338867
a38	0.3240521	0.19895336	0.22851564	0.11909139	0.12938757
a17	0.3450851	0.18371837	0.22386649	0.1278321	0.11949796
</S>	0.34373647	0.19207759	0.22818053	0.12353832	0.112467095
