 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	0.069985315	0.06774914	0.066576645	0.06648659	0.08261112	0.06828203	0.08350476	0.09832906	0.21513973	0.18133555
a24	0.13772415	0.09598881	0.12732317	0.08984099	0.12247927	0.07025407	0.06726089	0.092068	0.116155684	0.08090495
a31	0.070162326	0.059859823	0.07065056	0.09600234	0.13693239	0.08384599	0.09768833	0.10514935	0.18299517	0.09671372
a13	0.21759777	0.114262246	0.1180728	0.08786309	0.06791532	0.06396546	0.06499724	0.11888938	0.091348045	0.055088703
a18	0.12261879	0.1019707	0.08969473	0.102503344	0.12820157	0.0877972	0.07521041	0.10697642	0.12218402	0.06284281
a20	0.104411505	0.08397157	0.088298246	0.09842771	0.13782218	0.095762044	0.093836345	0.10534141	0.12953755	0.06259142
a31	0.1702673	0.102706596	0.106924	0.10185428	0.114226736	0.08043532	0.06590935	0.100039676	0.09350737	0.0641294
a37	0.11589179	0.07160693	0.08418414	0.10574785	0.102849126	0.098567076	0.077876344	0.118580066	0.1428016	0.08189515
a31	0.14125106	0.08950073	0.11714368	0.10864198	0.107070155	0.08706663	0.06378217	0.11250262	0.09447583	0.078565195
a11	0.10612532	0.07581547	0.0715544	0.09651458	0.12185756	0.10221959	0.09254799	0.11300838	0.13966343	0.080693305
a31	0.14281046	0.090957016	0.108786836	0.11207211	0.09247792	0.092436984	0.06307682	0.11267211	0.096931905	0.087777816
a11	0.11466519	0.083756156	0.07110074	0.090275116	0.13426156	0.09987607	0.10023973	0.10821447	0.1206771	0.0769339
a31	0.12980452	0.08836619	0.108341545	0.110694736	0.09665891	0.09554393	0.06536458	0.11303447	0.1008057	0.09138547
a11	0.128036	0.09295615	0.06887398	0.085017405	0.14111754	0.09487058	0.09507064	0.104275785	0.113808006	0.07597393
a31	0.12803794	0.08844701	0.104071066	0.10998353	0.09714172	0.09698445	0.066346765	0.11352395	0.102207	0.09325654
a13	0.1518991	0.10873228	0.06685908	0.07984837	0.14226307	0.08588436	0.08508421	0.09525623	0.10972606	0.074447244
a31	0.146466	0.08771449	0.081437714	0.102348275	0.10045233	0.09939725	0.07919146	0.10365932	0.10115027	0.0981829
a18	0.21317017	0.1509643	0.071486436	0.070884466	0.11332624	0.068902425	0.06488663	0.07516992	0.09835595	0.072853394
a31	0.16807726	0.09654028	0.07467789	0.09210481	0.09747615	0.09657857	0.07747445	0.10054095	0.09917947	0.09735019
a10	0.21835144	0.15935281	0.08121474	0.063419625	0.09033198	0.06451537	0.06541664	0.06685642	0.1042344	0.086306565
a7	0.22258925	0.1285154	0.07069915	0.07044235	0.0876781	0.08284157	0.071944095	0.08456353	0.09008194	0.09064459
a31	0.17829181	0.16157833	0.10444173	0.07076298	0.1067689	0.057912596	0.09071229	0.057760764	0.08814604	0.08362452
a20	0.20141591	0.13840908	0.08310606	0.07162913	0.08956808	0.072463386	0.06649171	0.07738853	0.106320545	0.093207546
a31	0.20622405	0.18642604	0.10561937	0.05741617	0.07285588	0.045907434	0.0782515	0.048040442	0.10266781	0.09659127
</S>	0.21021524	0.14881396	0.084730014	0.06160631	0.08688279	0.060586642	0.075809255	0.062601574	0.106205866	0.10254836
