 	li	vestono	i	genitori	</S>
a31	0.28787577	0.24217653	0.14391991	0.12702069	0.19900712
a46	0.23141085	0.16350447	0.16872098	0.21715635	0.21920732
a18	0.12080433	0.106394365	0.16230938	0.30655852	0.30393335
a35	0.15540777	0.13120879	0.22090581	0.27372783	0.21874978
a15	0.14347492	0.112597145	0.22190826	0.28898564	0.23303407
a39	0.1348477	0.103609055	0.22348887	0.28804338	0.25001103
a31	0.18516031	0.11878488	0.2297371	0.27756116	0.18875648
a11	0.13945831	0.13929997	0.28391126	0.25235486	0.18497558
a20	0.15200995	0.09166916	0.18447132	0.2836443	0.2882053
a31	0.1492119	0.1021518	0.23305763	0.2546523	0.2609264
a39	0.11848017	0.11649817	0.2573415	0.3092461	0.1984341
a20	0.13868707	0.09026902	0.15482278	0.29517215	0.32104897
a46	0.13237168	0.082973294	0.19210932	0.28927073	0.30327496
a31	0.1597159	0.091789946	0.11164748	0.29740757	0.33943906
a15	0.1462754	0.1271939	0.1808126	0.33573708	0.20998107
a24	0.2695321	0.124333	0.08473862	0.23646672	0.28492954
a20	0.2899465	0.11842059	0.07355424	0.24188003	0.27619863
a31	0.24409974	0.102402836	0.08133389	0.27638036	0.29578316
a13	0.18125597	0.13981499	0.14268489	0.29917467	0.23706946
a46	0.26811886	0.1342392	0.10156758	0.21640962	0.27966473
a14	0.37782764	0.16540799	0.08402887	0.1643623	0.20837323
a20	0.36812264	0.14905976	0.065069035	0.17410886	0.24363971
a31	0.37451178	0.1643189	0.07942192	0.16041462	0.22133283
</S>	0.23210187	0.16548078	0.12646051	0.22836757	0.24758928
