 	sta	e	dorme	nel	letto	</S>
a33	0.096394874	0.10810658	0.16712287	0.1926904	0.21772324	0.21796197
a31	0.07748254	0.07829967	0.16288808	0.18419808	0.28675672	0.21037486
a37	0.3452179	0.18682836	0.28384203	0.06679835	0.07196107	0.04535229
a31	0.14756137	0.1488663	0.33569106	0.15098694	0.14252584	0.07436849
a13	0.2816768	0.18400204	0.28908274	0.0902806	0.08213828	0.07281957
a20	0.120190084	0.096354134	0.24578486	0.21046285	0.19008194	0.13712615
a24	0.17739774	0.14932361	0.29682508	0.17422418	0.10955279	0.09267661
a28	0.1568558	0.11197544	0.27129534	0.20377538	0.12819521	0.12790284
a31	0.180234	0.13060606	0.27869225	0.1848027	0.11062872	0.11503632
a35	0.21096118	0.13911097	0.29917872	0.15240118	0.09761888	0.10072909
a18	0.21112195	0.12995845	0.19583446	0.17012124	0.13056819	0.16239564
a31	0.17314778	0.114070654	0.23149146	0.1770762	0.15714897	0.14706494
a13	0.22694609	0.1214018	0.2610163	0.17602961	0.107939295	0.10666693
a39	0.17079374	0.11594935	0.17020407	0.15188412	0.17082663	0.22034208
a31	0.18406327	0.116495594	0.18934917	0.16132647	0.16262272	0.18614274
a21	0.3090184	0.1410566	0.18044409	0.15468358	0.110233136	0.1045642
a31	0.13731322	0.10982273	0.21877156	0.15050796	0.2080583	0.17552616
</S>	0.33701178	0.15674394	0.1671108	0.11911409	0.10569195	0.114327446
