 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.097104296	0.099875	0.11566659	0.11732092	0.18974379	0.18844187	0.19184752
a31	0.06651875	0.04920026	0.034119636	0.067043565	0.28015292	0.2770043	0.2259606
a17	0.3187772	0.17906807	0.10708136	0.06743288	0.16518095	0.091224685	0.07123487
a11	0.08244379	0.059939407	0.0536033	0.14229418	0.33083984	0.19023572	0.14064372
a31	0.19146028	0.13492817	0.09555029	0.11833611	0.26781875	0.11155847	0.08034793
a20	0.25006846	0.14315443	0.12101177	0.1157428	0.14308524	0.11576155	0.111175776
a31	0.19565849	0.14303014	0.07169545	0.12653492	0.22431266	0.13091508	0.10785327
a37	0.28050584	0.15289105	0.09862669	0.12091859	0.13527313	0.10920953	0.102575175
a24	0.25145426	0.172129	0.072212875	0.11932382	0.1628421	0.11741808	0.104619876
a28	0.19229077	0.15845011	0.07428431	0.08304406	0.19767979	0.15873085	0.13552018
a31	0.16624781	0.13027944	0.056379624	0.10757315	0.22932333	0.16748057	0.14271607
a24	0.30467534	0.14433073	0.09019472	0.12924866	0.12892015	0.104916774	0.09771363
a35	0.17253774	0.14251462	0.07123885	0.062405933	0.1762224	0.17849618	0.19658424
a31	0.14378436	0.118758745	0.076490805	0.057006523	0.20504542	0.1903255	0.20858867
a20	0.3608211	0.20533866	0.06581932	0.07409906	0.10686089	0.0987154	0.08834567
</S>	0.12921654	0.11149689	0.053585105	0.044997215	0.2555308	0.21267976	0.19249368
