 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.09363126	0.09244038	0.09731298	0.15831009	0.14249548	0.18798876	0.227821
a8	0.1764493	0.1640264	0.112400904	0.115833476	0.12887822	0.14153281	0.16087891
a20	0.18983558	0.16150959	0.09205603	0.07486977	0.13603583	0.16839363	0.17729966
a8	0.28980565	0.2507144	0.17669316	0.078765854	0.09352667	0.06488313	0.045611132
a31	0.20244771	0.16895643	0.11936245	0.09232118	0.15667267	0.13539934	0.12484016
a37	0.2945714	0.2475661	0.22397152	0.10377798	0.052615065	0.042149134	0.035348892
a10	0.22850879	0.19608122	0.16762918	0.10646595	0.11749376	0.10130471	0.08251646
a31	0.24196248	0.22449785	0.18766585	0.0942996	0.10642161	0.085720144	0.059432372
a21	0.27401298	0.22143407	0.19229433	0.11706182	0.06967994	0.06684538	0.058671467
a31	0.20239003	0.16699296	0.12602171	0.10843074	0.119737916	0.14049087	0.13593577
a10	0.26544765	0.21431786	0.21023646	0.12103754	0.07616341	0.06379231	0.049004763
a17	0.20004568	0.18281905	0.15589665	0.11528973	0.096514486	0.12716219	0.1222723
a20	0.19433892	0.17015184	0.13025376	0.10253504	0.104574814	0.1478143	0.15033132
a31	0.18390091	0.17061527	0.16100658	0.13421783	0.10331073	0.12484898	0.12209971
a39	0.28582847	0.20898023	0.1665922	0.08940957	0.09564884	0.08929362	0.0642471
a31	0.17927344	0.17386743	0.1609456	0.15173592	0.06909611	0.12224496	0.14283653
a8	0.2802122	0.21468565	0.18820545	0.102769	0.06134169	0.07845708	0.07432896
a39	0.19642022	0.18696474	0.15772162	0.17083399	0.1026769	0.07849975	0.10688289
a8	0.16123481	0.15991792	0.16468595	0.23490174	0.116075516	0.06811389	0.09507019
</S>	0.19835015	0.19295037	0.17275377	0.17393878	0.100609146	0.071267985	0.09012987
