 	stava	ancora	cucinando	</S>
a8	0.25373128	0.19485122	0.20857437	0.3428431
a46	0.09600514	0.27962926	0.32229504	0.30207053
a24	0.095959574	0.33022347	0.2861044	0.2877125
a37	0.12592107	0.33944523	0.27214277	0.26249096
a20	0.13701984	0.37359273	0.2626354	0.22675206
a31	0.13353848	0.35874084	0.2647753	0.24294539
a37	0.17560779	0.33498493	0.31683055	0.17257681
a31	0.10955829	0.33452973	0.27447492	0.28143707
a20	0.15267183	0.3121274	0.3548295	0.18037128
a31	0.10838204	0.31753352	0.28501695	0.2890675
a6	0.1451527	0.28210354	0.37762097	0.19512275
a31	0.14920144	0.22368401	0.33370525	0.29340926
a20	0.17243345	0.2741063	0.31928462	0.23417564
a46	0.17094152	0.18866482	0.32893145	0.3114622
a31	0.28332114	0.17641483	0.25568137	0.2845827
</S>	0.23498893	0.1716204	0.28448543	0.3089052
