 	guardando	le	nuvole	capisco	che	piove	</S>
a31	0.13619293	0.13449882	0.13406003	0.13489996	0.13929711	0.15454867	0.16650245
a13	0.18720315	0.16904342	0.20426685	0.14296454	0.12538144	0.09669239	0.074448235
a24	0.17668572	0.15619294	0.22926319	0.15357299	0.14074214	0.080948025	0.06259494
a41	0.2467141	0.20353273	0.16518165	0.15431315	0.094166465	0.07758101	0.058510832
a31	0.22103088	0.15523775	0.16661738	0.1489002	0.12356733	0.10325257	0.08139399
a41	0.24867104	0.19557491	0.19597757	0.13092999	0.09354971	0.06960757	0.065689266
a46	0.19115354	0.13298163	0.15769613	0.13833098	0.14192905	0.12385482	0.11405382
a31	0.24114792	0.16043958	0.12613055	0.119021155	0.1290952	0.095554665	0.12861097
a20	0.25769475	0.21330386	0.17448002	0.11818192	0.101431206	0.07006045	0.064847805
a15	0.17450796	0.13540252	0.15834641	0.14929318	0.1376707	0.1258705	0.11890868
a31	0.25341555	0.169483	0.12491167	0.12238202	0.107211284	0.08592618	0.13667019
a20	0.26500028	0.21071714	0.16647466	0.112282984	0.09822258	0.0723083	0.07499415
a31	0.1898997	0.14707334	0.14284588	0.14108498	0.13642555	0.118371755	0.12429878
a23	0.2815047	0.23025471	0.15378104	0.10561418	0.09048993	0.0665735	0.07178192
a31	0.23294522	0.17403135	0.127172	0.13533485	0.11083592	0.089677565	0.13000312
a27	0.27009603	0.21213086	0.15801337	0.10849373	0.09015815	0.07069769	0.09041017
a35	0.24639015	0.1773282	0.12690212	0.13601108	0.103254706	0.08390719	0.12620658
a31	0.27588326	0.20801747	0.13602471	0.13304791	0.07872658	0.06569683	0.10260317
a39	0.26467073	0.20712766	0.15644093	0.10964117	0.08868008	0.07086352	0.102575906
a41	0.26863348	0.19510674	0.13327801	0.12371792	0.09468949	0.07686273	0.10771168
a24	0.27598253	0.24002175	0.16477653	0.13730986	0.06647624	0.049407586	0.0660255
a41	0.20978989	0.20346735	0.18553962	0.17582457	0.1129225	0.055338725	0.057117328
a3	0.19194368	0.18849987	0.18442968	0.17688908	0.12974963	0.062975086	0.06551293
a31	0.18267399	0.1786718	0.18080932	0.17008021	0.1414018	0.07000622	0.076356664
a0	0.2204021	0.17938133	0.1545577	0.10065486	0.1384161	0.12327953	0.08330837
a20	0.19466856	0.1889748	0.1796291	0.17564431	0.102591865	0.068684526	0.089806795
a31	0.2029843	0.19476908	0.1907648	0.15919724	0.118381865	0.058882274	0.07502039
a20	0.24310665	0.18957679	0.13843572	0.10538027	0.12288443	0.10161326	0.09900287
a31	0.20097594	0.194617	0.17885609	0.1521442	0.10776905	0.08122747	0.0844102
a37	0.26751816	0.19978632	0.1361427	0.10769729	0.099078074	0.08754767	0.10222983
a46	0.18853572	0.1847724	0.17135969	0.15525141	0.11822546	0.10110298	0.08075228
a31	0.19364516	0.1916559	0.17950273	0.17560643	0.12445347	0.08250053	0.052635834
</S>	0.24259783	0.20858987	0.14499421	0.11029974	0.09447413	0.08032412	0.11872002
