 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.108076334	0.10794619	0.10989893	0.12809289	0.14225213	0.16877075	0.23496272
a20	0.259961	0.20936544	0.099263005	0.13544545	0.101836376	0.10461	0.08951873
a17	0.24884377	0.2139974	0.12336291	0.101831235	0.11907942	0.08881406	0.10407118
a31	0.2707285	0.20632279	0.13122983	0.10388652	0.117571674	0.08214529	0.088115424
a39	0.36648506	0.22532028	0.14384124	0.0842148	0.06534675	0.05452678	0.060265113
a31	0.30324656	0.22934517	0.13728148	0.10836819	0.09105756	0.068775766	0.061925206
a20	0.33585495	0.23913194	0.13888703	0.09822005	0.07166212	0.05814031	0.058103543
a31	0.2754664	0.20268804	0.14508075	0.13701162	0.096980035	0.078371935	0.06440111
a13	0.24620864	0.2301216	0.14783734	0.12929392	0.099526115	0.07889621	0.06811625
a24	0.19316407	0.179469	0.15478219	0.15121244	0.121984	0.11059839	0.08878996
a46	0.17356406	0.16286843	0.16092049	0.14632134	0.12643227	0.12245833	0.107435085
a31	0.19230847	0.18649784	0.15424144	0.11726525	0.1262656	0.1070204	0.11640103
a20	0.31381327	0.21490623	0.119542345	0.13271777	0.08344686	0.07431166	0.061261877
a31	0.22017707	0.19898841	0.13371095	0.13684078	0.116850376	0.10502917	0.08840322
a18	0.25984395	0.20354082	0.14328806	0.14523372	0.096799076	0.081480816	0.06981363
a20	0.19090042	0.15289783	0.14085484	0.13399184	0.13765371	0.1274484	0.11625295
a31	0.20882839	0.14366263	0.110051185	0.11394571	0.13754752	0.1372985	0.14866611
a11	0.22670706	0.14914045	0.13725509	0.15354645	0.12914985	0.11495405	0.089247
a31	0.19700153	0.12987326	0.075839415	0.09931937	0.12851506	0.1583045	0.2111469
a28	0.23525043	0.13826488	0.11636657	0.13622525	0.14087646	0.1300815	0.10293484
a41	0.20162697	0.15429969	0.076153174	0.11795204	0.10095217	0.14776058	0.20125541
a8	0.20634642	0.1646896	0.09753636	0.1306576	0.0957221	0.13610505	0.16894285
a33	0.19731328	0.15707383	0.112438515	0.13251403	0.103613116	0.13271508	0.16433212
</S>	0.18368834	0.15841523	0.10553197	0.14589098	0.10448374	0.14159963	0.16039006
