 	da	da	un	famoso	poeta	</S>
a31	0.12906826	0.1453681	0.12314591	0.19784324	0.19830468	0.20626983
a37	0.25801405	0.1526284	0.12300395	0.21207003	0.15484774	0.09943581
a31	0.20299739	0.10982786	0.106582165	0.3067759	0.15925466	0.11456206
a28	0.24247482	0.1390537	0.15412909	0.29319015	0.11120405	0.059948206
a31	0.16034241	0.0994325	0.14881955	0.3242967	0.17183988	0.09526899
a20	0.15744212	0.10836431	0.15012889	0.33563077	0.16062358	0.08781029
a13	0.19217767	0.16782217	0.14538136	0.23137487	0.16618511	0.0970588
a39	0.21612793	0.16459152	0.13081667	0.16859052	0.13605262	0.18382081
a31	0.23625553	0.13805257	0.10827065	0.23750927	0.11581929	0.16409266
a35	0.21851583	0.12929158	0.108933724	0.25459084	0.1343777	0.15429036
a31	0.2514047	0.15788071	0.11476895	0.19417459	0.11283323	0.16893782
a17	0.33656335	0.15579046	0.086163566	0.1568762	0.1112699	0.1533365
a31	0.29705516	0.18979073	0.107345946	0.16327463	0.122827746	0.11970581
</S>	0.37388572	0.17738341	0.07208668	0.13658734	0.115869895	0.12418705
