 	che	impara	una	cosa	che	studia	una	cosa	</S>
a31	0.10400157	0.10236256	0.103065215	0.1045309	0.09040802	0.08547169	0.117739424	0.1646498	0.12777075
a24	0.1932984	0.1634325	0.13993669	0.10304902	0.07914202	0.05153732	0.07700594	0.10006985	0.092528254
a31	0.19156043	0.21560907	0.17474921	0.06958926	0.07018475	0.0664156	0.064677596	0.08125185	0.065962195
a20	0.31429952	0.15109575	0.13522607	0.075838186	0.08068811	0.08377563	0.07266376	0.04094067	0.04547223
a0	0.19753306	0.1618368	0.14944313	0.09640597	0.0999436	0.10042533	0.08427917	0.060079925	0.050052922
a31	0.2231875	0.14584263	0.11926518	0.07979774	0.08916837	0.096522294	0.09088081	0.06205596	0.093279496
a20	0.24309959	0.18722984	0.14608534	0.060536534	0.072969645	0.07841696	0.07575615	0.066033915	0.06987214
a11	0.12839971	0.1601904	0.1501428	0.081503354	0.110136606	0.11177901	0.10675983	0.0805089	0.07057942
a20	0.13568296	0.15528025	0.1368077	0.072047226	0.10692249	0.11475432	0.112137064	0.07562188	0.090746164
a39	0.13527945	0.15017517	0.12906381	0.07327939	0.10328538	0.11617293	0.11378835	0.07408246	0.10487302
a10	0.17685983	0.14047562	0.116624564	0.07670883	0.09093576	0.108497106	0.105581574	0.0703663	0.11395047
a31	0.21688747	0.14866288	0.11259392	0.0723927	0.08273869	0.09818111	0.095688805	0.06672863	0.10612577
a20	0.2683324	0.14473076	0.10501293	0.0652117	0.07269511	0.08548036	0.08530432	0.07979435	0.09343812
a31	0.1591392	0.14867231	0.117357805	0.069827884	0.09703301	0.11309193	0.110741094	0.073146	0.11099076
a11	0.306485	0.121234484	0.092668526	0.07271749	0.06443523	0.077175915	0.07740118	0.0881466	0.09973561
a20	0.19166437	0.14144781	0.107442684	0.07483426	0.08561114	0.10416849	0.10146535	0.07697361	0.11639224
a39	0.28804395	0.14061788	0.11856148	0.07276095	0.06559281	0.07333514	0.07286408	0.07349186	0.09473184
a20	0.30973262	0.14843877	0.13306628	0.082964204	0.04830786	0.052465532	0.0575196	0.08898749	0.078517646
a31	0.2952525	0.1382898	0.1266625	0.09352255	0.04110186	0.046766285	0.057146627	0.10415923	0.097098686
a46	0.27519813	0.11469866	0.093066126	0.0886733	0.065579094	0.072795354	0.07674459	0.0990822	0.11416256
a31	0.20614386	0.1506816	0.13840318	0.11449019	0.04977232	0.047329266	0.07167464	0.1342662	0.087238766
</S>	0.26896584	0.12786059	0.1177307	0.0896636	0.065060705	0.053603925	0.07416391	0.089392625	0.11355812
