 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a20	0.074379	0.073454015	0.07337975	0.07431654	0.07371635	0.0748383	0.087069586	0.10771749	0.09538984	0.13132735	0.13441178
a31	0.062251247	0.04389067	0.07476896	0.056205813	0.058621652	0.08524047	0.14956857	0.24786127	0.07633468	0.06729455	0.07796205
a46	0.20743926	0.111178726	0.13285069	0.10461028	0.087957926	0.0686239	0.07650052	0.11498717	0.036229916	0.03953743	0.020084249
a20	0.07826001	0.043419465	0.095009826	0.094100416	0.04983126	0.11341646	0.18941973	0.20036596	0.048847776	0.03567868	0.05165041
a31	0.1436706	0.07696215	0.12092229	0.11018881	0.06695936	0.109626725	0.117315054	0.11028983	0.059645593	0.05022398	0.034195673
a29	0.17186387	0.09685623	0.16389915	0.13884206	0.09814899	0.08260167	0.06319183	0.0834706	0.038747516	0.036837984	0.025540095
a31	0.10536406	0.0786877	0.12482896	0.11330243	0.079025395	0.105934404	0.12149344	0.12574437	0.052471012	0.05330178	0.039846458
a37	0.14383629	0.09353026	0.17279233	0.14248891	0.10693073	0.0926515	0.057951383	0.0752744	0.04465205	0.044159465	0.025732614
a31	0.106335126	0.09372547	0.1418958	0.120538175	0.0994097	0.1099126	0.08952841	0.09468052	0.051602412	0.05672287	0.035648935
a41	0.12481228	0.107547656	0.16951941	0.12780394	0.11573462	0.09026276	0.05297253	0.07490326	0.05273956	0.057827953	0.025876075
a8	0.10667102	0.108813696	0.12639768	0.11519254	0.110748895	0.10558971	0.07346804	0.09475724	0.05757478	0.05993259	0.04085384
a31	0.08718391	0.090652704	0.07855063	0.101876676	0.06293577	0.1008711	0.11964637	0.23709147	0.039217386	0.037931055	0.044042896
a20	0.1376003	0.11671417	0.11612946	0.09103132	0.14324838	0.091147944	0.058119677	0.069442175	0.07025757	0.06703127	0.03927777
a0	0.12490102	0.12341551	0.10160793	0.09595918	0.0963579	0.08756747	0.07377507	0.109343834	0.07211158	0.069275595	0.04568495
a29	0.09982659	0.10040119	0.0841154	0.102960534	0.065030925	0.09594575	0.106618874	0.19464275	0.04991725	0.047646552	0.052894138
a31	0.090745464	0.080457784	0.11357118	0.09259731	0.08629097	0.09301177	0.1160235	0.1387577	0.07219265	0.058330152	0.058021512
a24	0.15019573	0.1289306	0.12859672	0.101654306	0.10599431	0.070795916	0.05025667	0.086543225	0.06840067	0.075176775	0.033455048
a17	0.11183913	0.11023349	0.070824325	0.08707608	0.06351057	0.082341366	0.10018507	0.18129988	0.05753381	0.062044267	0.07311199
a8	0.10565123	0.103542015	0.080241136	0.0961948	0.060733873	0.09302473	0.112441465	0.19290702	0.04713619	0.048740625	0.059386928
a31	0.106248215	0.106268294	0.0710266	0.07113086	0.06038039	0.07334693	0.10522475	0.21051814	0.056856588	0.07165543	0.06734377
a18	0.14241493	0.12705566	0.08592319	0.09285105	0.098155156	0.09748646	0.092201516	0.08431633	0.06253401	0.049142938	0.06791876
a38	0.11726343	0.11689889	0.067088515	0.062135354	0.073579974	0.06390854	0.067889184	0.13309094	0.0855522	0.12518923	0.0874038
a31	0.1101222	0.110077165	0.06515643	0.060993675	0.07307626	0.06622069	0.081181	0.15188372	0.079614565	0.11820823	0.08346605
a8	0.16466714	0.14455606	0.07260286	0.07593266	0.085968815	0.0830707	0.09701564	0.091125175	0.058446504	0.05219102	0.07442347
</S>	0.12461472	0.1273874	0.07172517	0.06788763	0.07178547	0.06704546	0.06251216	0.10588866	0.08381138	0.14482346	0.07251843
