 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.09479903	0.09642323	0.09788191	0.0933553	0.10456257	0.14632218	0.17353484	0.1931209
a31	0.088356204	0.10786963	0.16608123	0.16527356	0.16150649	0.132212	0.109839	0.068861835
a20	0.15447804	0.18586533	0.23011439	0.17574458	0.14982118	0.05644908	0.029782329	0.017745014
a31	0.116056114	0.153531	0.18612833	0.1696748	0.18189807	0.09898565	0.05787202	0.03585405
a37	0.16835992	0.1758409	0.20225441	0.16219334	0.1649502	0.06735934	0.034121722	0.024920164
a14	0.1056311	0.13841978	0.18474673	0.16128373	0.18315451	0.09906728	0.06894218	0.058754712
a10	0.12617943	0.14363368	0.19009638	0.16999856	0.18152449	0.09003421	0.05919321	0.039340038
a31	0.12882817	0.13699637	0.19151816	0.17079341	0.15376437	0.09795146	0.06986977	0.050278332
a37	0.121798776	0.13298722	0.19400513	0.17931555	0.169125	0.09653765	0.06238856	0.04384211
a10	0.12574397	0.13031657	0.20374368	0.18949997	0.14342456	0.092101865	0.06327917	0.051890243
a14	0.11368428	0.113360986	0.19355018	0.19001137	0.14196046	0.10157596	0.076063916	0.06979285
a0	0.11168774	0.12130043	0.19151905	0.1816205	0.13686311	0.10179694	0.08149927	0.073712975
a20	0.12106783	0.119381174	0.17931648	0.18543234	0.13945511	0.11107791	0.07478832	0.06948082
a33	0.11588184	0.1188756	0.19581683	0.18827847	0.16269186	0.09281645	0.064539894	0.0610991
a20	0.1010947	0.10216129	0.1534309	0.15795167	0.12808213	0.13507341	0.108437404	0.11376847
a31	0.10063879	0.10993812	0.18496555	0.17549008	0.16934942	0.11089025	0.080280386	0.068447374
a0	0.12091825	0.12728705	0.20774342	0.19230635	0.1636547	0.086514965	0.05882451	0.042750716
a41	0.12335778	0.12405142	0.16939877	0.16144739	0.1311396	0.10739914	0.0827708	0.10043503
a31	0.09384601	0.104018494	0.16976319	0.17547908	0.16042377	0.12006122	0.090387106	0.08602118
a37	0.13274278	0.14391251	0.21727732	0.18627962	0.17065988	0.07294266	0.042459715	0.033725485
a31	0.102899045	0.114865206	0.16962174	0.1593377	0.1475207	0.1069024	0.09448148	0.104371674
a18	0.110849425	0.117075875	0.18785411	0.1886475	0.17902587	0.10830976	0.060410142	0.047827255
a8	0.11263443	0.1253326	0.16796227	0.14731029	0.14560089	0.09583929	0.09896867	0.10635157
a20	0.103915125	0.12568662	0.15423216	0.14449616	0.16240951	0.118282534	0.10181457	0.08916336
</S>	0.09479524	0.09337694	0.10176426	0.103535354	0.14000033	0.18593699	0.1581307	0.12246019
