 	non	ho	cosa	a	fare	</S>
a8	0.13314961	0.17628853	0.1811304	0.1752738	0.18027833	0.15387934
a31	0.2543794	0.19921881	0.13537896	0.10703043	0.1393751	0.16461733
a37	0.3653734	0.19959088	0.15268505	0.118530914	0.10706885	0.056750905
a10	0.23239908	0.19175173	0.1244285	0.1491389	0.16904606	0.13323575
a37	0.31910887	0.17444229	0.11741777	0.13724084	0.1267545	0.12503564
a10	0.33008784	0.1797113	0.10981001	0.120913856	0.11892901	0.14054793
a0	0.32382977	0.18004894	0.102331206	0.11265336	0.11748088	0.16365594
a20	0.27720246	0.21787748	0.13161309	0.09477657	0.10085246	0.1776779
a17	0.3547217	0.21878123	0.100443095	0.07711984	0.08554337	0.1633908
a20	0.29540238	0.25467607	0.15901625	0.09580938	0.100336954	0.09475897
a8	0.33037278	0.2867078	0.14008996	0.078169376	0.084299	0.08036107
</S>	0.22433065	0.22913422	0.18796812	0.13277005	0.13399605	0.0918009
