 	sono	stato	sempre	poveretti	</S>
a20	0.086700164	0.10591195	0.20745066	0.3227865	0.27715072
a4	0.03096677	0.0671275	0.23515515	0.35470572	0.31204483
a31	0.058718335	0.14152472	0.249849	0.26006502	0.2898429
a38	0.22191103	0.43163502	0.15931435	0.105918705	0.08122095
a31	0.09036514	0.17895643	0.24609269	0.23048799	0.25409773
a7	0.21225616	0.42161933	0.15156007	0.11670475	0.097859725
a31	0.10960247	0.18849185	0.2217284	0.23364069	0.24653663
a21	0.2132972	0.4086778	0.15176585	0.11998441	0.10627476
a20	0.14177196	0.22404024	0.23910847	0.20752877	0.1875506
a8	0.18747725	0.30750144	0.19918652	0.15845701	0.14737782
a31	0.099230774	0.16003682	0.21742335	0.2805798	0.24272926
a33	0.25770944	0.24210763	0.22352012	0.14613605	0.13052677
a20	0.1712368	0.18239208	0.13935032	0.23449007	0.27253067
a31	0.09321994	0.12164138	0.17484444	0.30262855	0.30766565
a7	0.2482528	0.17860413	0.16902705	0.20415229	0.19996381
a31	0.1275373	0.17552593	0.23155122	0.2340382	0.23134731
a11	0.24538563	0.16880111	0.14754696	0.21875022	0.21951608
a31	0.12805179	0.16068153	0.21200678	0.2502172	0.24904269
a13	0.25557014	0.17232075	0.13185354	0.21181324	0.22844237
a18	0.16049461	0.20644765	0.24392919	0.21000773	0.17912091
a31	0.12428639	0.17417881	0.2742873	0.22046165	0.20678584
</S>	0.24060655	0.15825501	0.10598499	0.22328751	0.2718659
