 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
a31	0.096602365	0.096038036	0.09549886	0.09548764	0.0954837	0.095151946	0.10958138	0.1689729	0.14718316
a24	0.17560412	0.1409365	0.14577013	0.11114932	0.11414552	0.077767484	0.09001657	0.09167238	0.05293801
a31	0.17359369	0.17442739	0.1583059	0.12017534	0.102904156	0.07327895	0.071768545	0.070645146	0.05490089
a20	0.23759738	0.19693142	0.14719042	0.12517828	0.090005405	0.053146504	0.047368605	0.051881786	0.05070016
a0	0.1899115	0.15014242	0.13073786	0.134495	0.11485617	0.0765267	0.07327343	0.07560852	0.054448396
a13	0.20605175	0.21508592	0.118582785	0.1144628	0.08517505	0.08059982	0.05142694	0.054175645	0.07443923
a31	0.2211192	0.2112803	0.12893675	0.11220571	0.077295445	0.07629963	0.050808348	0.052339304	0.069715284
a24	0.23177053	0.2063255	0.14041938	0.11093808	0.08612287	0.061668947	0.051286712	0.04818519	0.06328278
a31	0.16080111	0.12898354	0.10274509	0.1039849	0.12129078	0.10772739	0.087904915	0.08180227	0.10475998
a37	0.21995325	0.22198142	0.13652919	0.114936404	0.07404782	0.0687441	0.047555726	0.04511967	0.071132325
a31	0.12880707	0.12175402	0.10749451	0.108748615	0.11446959	0.11419929	0.10134817	0.09335436	0.10982434
a20	0.23409384	0.22213718	0.14883162	0.11670119	0.06389611	0.062491503	0.042835686	0.04199413	0.0670188
a31	0.14700647	0.14479874	0.108072765	0.111487046	0.09963202	0.11218132	0.08722926	0.07797268	0.111619756
a39	0.24443695	0.21765576	0.1582372	0.11492461	0.063178025	0.054218173	0.041989677	0.04264495	0.062714614
a31	0.16525628	0.16146794	0.110445075	0.11394374	0.0840612	0.10982938	0.07301297	0.06770142	0.11428195
a20	0.2476696	0.20722426	0.1617481	0.110691644	0.06723772	0.047754113	0.048091337	0.04987325	0.059710015
a31	0.17843224	0.17460234	0.11930064	0.120061286	0.07442125	0.098173514	0.06457407	0.06192764	0.10850706
a20	0.24694645	0.20711894	0.16382408	0.110281944	0.06717139	0.042544667	0.049472407	0.05349655	0.05914359
a39	0.19304717	0.18647653	0.1236637	0.1215347	0.069230005	0.07934691	0.060106613	0.059523836	0.107070535
a31	0.20114216	0.19388779	0.12001768	0.119486794	0.06830789	0.06938222	0.05942508	0.059436616	0.10891385
a46	0.24444313	0.19918498	0.16219743	0.10954779	0.06788499	0.042057246	0.054328285	0.060916446	0.059439633
a31	0.22808798	0.21330142	0.12598784	0.116798386	0.06334264	0.053289853	0.054349244	0.054519672	0.09032294
a18	0.23799211	0.18995307	0.15998532	0.11109862	0.06808177	0.048444133	0.056643628	0.06513343	0.062667936
a31	0.22772259	0.20494886	0.13160197	0.12068048	0.065631464	0.05220524	0.05451847	0.054806624	0.087884374
a8	0.24058011	0.19268411	0.15964152	0.1094702	0.0679352	0.045503646	0.056602918	0.066350006	0.061232258
</S>	0.23850673	0.21994057	0.13475618	0.11501096	0.06299597	0.049825963	0.053405534	0.053478338	0.072079815
