 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.0888616	0.09028731	0.089622386	0.08994696	0.09059077	0.10949453	0.1253913	0.14743856	0.16836655
a18	0.102406085	0.15282615	0.159844	0.15872167	0.1251007	0.07875059	0.08676947	0.06983456	0.06574678
a24	0.07178114	0.1194878	0.15012985	0.18294607	0.18139523	0.092916526	0.10217577	0.052894846	0.046272755
a31	0.12560883	0.13283074	0.15887403	0.17280276	0.15063341	0.088201284	0.08111003	0.046911083	0.043027796
a37	0.12604944	0.13168089	0.15493397	0.17928363	0.15734355	0.09535209	0.07795637	0.039028697	0.038371425
a0	0.12886177	0.13849081	0.1665609	0.16520542	0.14838348	0.090043895	0.070507556	0.047718294	0.04422778
a28	0.15012039	0.09735173	0.13178667	0.16329807	0.14202105	0.105938755	0.07775571	0.06608526	0.06564237
a18	0.14724709	0.11124842	0.13979784	0.14416273	0.13265982	0.10129555	0.08247855	0.07124082	0.069869176
a31	0.15153264	0.102498785	0.13534278	0.15329325	0.13532767	0.10025928	0.078204565	0.07162929	0.07191176
a37	0.10551149	0.11313506	0.15277013	0.19464053	0.17235339	0.08747536	0.073521875	0.050099224	0.05049299
a20	0.09814154	0.13804106	0.1577487	0.14618248	0.12534453	0.09682338	0.090804465	0.07590846	0.07100541
a31	0.11903092	0.11150209	0.14274557	0.14137264	0.12557726	0.09721705	0.09182196	0.086336985	0.08439553
a24	0.100535154	0.105684765	0.15580997	0.20175052	0.1677769	0.08771431	0.07480011	0.053173244	0.052755017
a31	0.10462314	0.11636233	0.14436178	0.1394868	0.1254397	0.100061	0.092376046	0.08925814	0.08803104
a20	0.115114234	0.09364295	0.14726834	0.20114714	0.17498292	0.084985785	0.07426685	0.05501724	0.05357449
a31	0.10055743	0.12761305	0.14924061	0.13323864	0.11865726	0.102743536	0.09976668	0.086592525	0.08159027
a18	0.13995357	0.08431792	0.13382006	0.19314258	0.17157647	0.086183734	0.07568979	0.058629658	0.056686256
a41	0.11309651	0.106355466	0.13300966	0.13552131	0.11874375	0.101054035	0.09788595	0.09715768	0.09717565
a35	0.15661605	0.11088167	0.12231246	0.13441469	0.11257121	0.08510683	0.081364185	0.09049222	0.10624064
a24	0.23686321	0.10353659	0.12024096	0.14278594	0.14695776	0.07394676	0.059605252	0.0519595	0.06410401
a28	0.16709769	0.10693727	0.1389944	0.15539625	0.14765343	0.103475355	0.07029698	0.05163058	0.058518063
a31	0.105764635	0.092922285	0.13915929	0.19204421	0.1670399	0.10018629	0.07854662	0.06035445	0.0639823
a11	0.1388844	0.0993536	0.14785826	0.16223523	0.13422428	0.09431967	0.09142666	0.070837766	0.06086009
a31	0.116094165	0.089033544	0.13064063	0.16923974	0.1463603	0.09538552	0.091132864	0.07503688	0.08707629
a20	0.16081414	0.08240377	0.12560886	0.16506317	0.1424439	0.09711586	0.09325112	0.07125243	0.062046807
</S>	0.14557819	0.11053954	0.14033072	0.1410268	0.11959118	0.09086947	0.08887743	0.0762074	0.086979255
