 	è	che	stanno	ancora	alzati	</S>
a20	0.15026712	0.14789614	0.1461692	0.14947669	0.14033419	0.26585662
a31	0.23111495	0.17855288	0.27892044	0.20724958	0.047909483	0.056252625
a20	0.24719098	0.1947894	0.18922873	0.17700224	0.107078955	0.08470963
a31	0.20463125	0.16891725	0.23706469	0.20333406	0.082679704	0.103373036
a20	0.23432465	0.18859835	0.19559366	0.17591685	0.10950594	0.09606055
a28	0.18369436	0.16111107	0.24252926	0.19808868	0.1094031	0.10517353
a31	0.17069492	0.14584786	0.23872189	0.20942862	0.12665701	0.10864972
a29	0.16418292	0.1501656	0.25306398	0.1990046	0.11599658	0.117586374
a46	0.14478488	0.12941952	0.22000219	0.20326625	0.15280959	0.14971758
a31	0.16910686	0.16495654	0.17564647	0.23303635	0.12202644	0.13522734
a20	0.18648921	0.18925439	0.21940964	0.18220542	0.10495122	0.11769016
a31	0.16685118	0.14937846	0.18764779	0.18385464	0.15583622	0.15643166
a39	0.19528739	0.19789663	0.17228657	0.1789469	0.122892804	0.13268976
a20	0.20508514	0.18690445	0.14642426	0.16171794	0.14791472	0.15195353
a8	0.21376005	0.21976683	0.14396924	0.17239065	0.11065386	0.13945937
a20	0.19083025	0.19151883	0.17785263	0.17661618	0.11790563	0.14527647
a24	0.2654439	0.27389684	0.12637568	0.13149136	0.095431715	0.10736049
a46	0.24402681	0.2615365	0.14194685	0.12020387	0.09156787	0.14071813
a8	0.25778306	0.2745189	0.15122825	0.12560877	0.083147794	0.10771324
a23	0.24156572	0.2599326	0.16685006	0.12333715	0.083751835	0.12456258
a8	0.2642015	0.26228732	0.20339516	0.11756196	0.057411104	0.095143035
</S>	0.26497886	0.2607844	0.19797854	0.12679757	0.05405806	0.09540258
