 	lo	posso	finire	di	fare	</S>
a20	0.2231449	0.17090742	0.16754441	0.10445612	0.18635015	0.14759703
a31	0.20444335	0.12817976	0.10909621	0.14845063	0.2283327	0.18149742
a46	0.1978933	0.13635188	0.14103967	0.1833395	0.19915357	0.14222208
a31	0.1804544	0.13979924	0.117452264	0.17810792	0.1958661	0.18832001
a41	0.20123161	0.1493269	0.14458795	0.18591169	0.18730544	0.13163643
a18	0.20812608	0.14809003	0.1270138	0.16205078	0.20848924	0.14623003
a7	0.20898096	0.13665894	0.11618025	0.17042622	0.18611635	0.18163724
a41	0.21505612	0.13514316	0.1140382	0.16384809	0.16495869	0.20695573
a31	0.22119723	0.12476553	0.1016488	0.16522881	0.16860569	0.21855392
a0	0.13449745	0.124342486	0.11998585	0.1954359	0.20258254	0.22315577
a31	0.27469254	0.16564861	0.15120998	0.114704825	0.14764881	0.14609525
a39	0.18496422	0.15294479	0.14537485	0.12987179	0.15944313	0.22740124
a46	0.25054875	0.16394508	0.15995097	0.12764081	0.17256856	0.1253458
</S>	0.23636447	0.1860698	0.17527485	0.1228099	0.1688533	0.11062764
