 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.11028682	0.13745387	0.14248429	0.09359278	0.1231376	0.16678944	0.22625522
a31	0.087807484	0.08922884	0.088226974	0.100743	0.14277741	0.2055057	0.28571063
a0	0.3070909	0.15735935	0.10790996	0.12024288	0.12201167	0.10282278	0.08256251
a20	0.14503826	0.120252796	0.06480585	0.15098694	0.18393895	0.16185275	0.1731244
a31	0.3055018	0.14337276	0.14581825	0.13199742	0.09770216	0.086302206	0.08930547
a13	0.26099345	0.13309251	0.13400243	0.15786813	0.108755626	0.104269646	0.101018205
a38	0.17741247	0.14119089	0.06380025	0.14926997	0.17305332	0.15590174	0.1393714
a31	0.18767038	0.1031806	0.10199494	0.14826745	0.15144859	0.15315223	0.15428577
a20	0.2378987	0.1150243	0.12886381	0.18392935	0.11822783	0.112182714	0.10387325
a31	0.22116631	0.13293517	0.07377787	0.15435869	0.14835784	0.14059798	0.12880611
a20	0.19577208	0.11316599	0.11124025	0.20320965	0.1437248	0.12649529	0.10639197
a33	0.1981257	0.12631026	0.06895271	0.15112345	0.18894683	0.15347052	0.113070525
a31	0.15543947	0.10952987	0.05859115	0.1166186	0.18293117	0.19504449	0.18184532
a28	0.30909246	0.1587586	0.07700686	0.12755336	0.14340426	0.103353634	0.080830835
a31	0.23022056	0.16537376	0.060969237	0.09709677	0.17328243	0.14713457	0.12592274
a0	0.33464637	0.17558537	0.07132317	0.1134096	0.13068035	0.09582541	0.07852966
a31	0.24399059	0.20915768	0.06991254	0.05950359	0.13804093	0.13674882	0.14264587
a3	0.35252494	0.17458488	0.082371235	0.09208283	0.11054131	0.094870046	0.09302479
a31	0.2608439	0.25096107	0.07961395	0.052880995	0.09744534	0.11182068	0.14643411
a46	0.34149292	0.17090054	0.08508216	0.07326969	0.10580391	0.10910505	0.11434586
a31	0.25512844	0.29156443	0.10909025	0.05379012	0.064461015	0.087513916	0.1384518
a39	0.3164936	0.17183132	0.08093753	0.06540246	0.10817598	0.12492983	0.13222922
a35	0.23199037	0.26276833	0.13185506	0.05330471	0.057180196	0.10591305	0.15698832
a31	0.19989638	0.23475055	0.16298603	0.052567087	0.05758239	0.11440817	0.1778094
</S>	0.31547773	0.16796905	0.082012504	0.06696884	0.10962474	0.12596402	0.13198307
