 	le	melanzane	vogliono	girate	</S>
a31	0.20183682	0.20796508	0.2029745	0.19853243	0.1886912
a35	0.27261275	0.19370195	0.21629673	0.19041029	0.1269783
a41	0.27339983	0.2600302	0.20894596	0.15001707	0.10760697
a10	0.30310827	0.2654554	0.2085953	0.12813827	0.09470268
a18	0.30571908	0.24221413	0.21169442	0.15341102	0.086961314
a35	0.32468444	0.26777044	0.1508443	0.10986286	0.14683789
a31	0.33981717	0.2814779	0.1495346	0.09156308	0.13760728
a34	0.37363836	0.2557285	0.13855346	0.10758446	0.124495216
a8	0.35746628	0.25147605	0.13903904	0.12708288	0.124935746
a31	0.27085987	0.20574132	0.14547946	0.13860232	0.23931701
a8	0.40618366	0.26422897	0.12003766	0.100197144	0.10935258
</S>	0.3089362	0.24096048	0.14963646	0.114690736	0.18577605
