 	forse	non	li	ha	a	casa	</S>
a28	0.0728367	0.073691756	0.11852328	0.17790456	0.1793955	0.1845371	0.19311115
a10	0.107418805	0.084915824	0.104697004	0.27244836	0.17778242	0.14858408	0.10415355
a31	0.15130515	0.14325373	0.10964696	0.18566759	0.16164048	0.13732566	0.11116041
a21	0.3333355	0.22218192	0.13971148	0.11220569	0.076650634	0.06351837	0.05239636
a37	0.11801119	0.09679848	0.09065433	0.22231749	0.17237851	0.15724775	0.14259219
a31	0.1874536	0.13437217	0.092726566	0.14998007	0.15844	0.15059444	0.12643307
a37	0.26352283	0.22836265	0.15371087	0.1149724	0.09442318	0.08015213	0.06485597
a31	0.12679026	0.103572205	0.083666466	0.16078325	0.1887177	0.17998298	0.15648706
a37	0.25144598	0.2185143	0.14133945	0.12384164	0.10423397	0.08882842	0.071796216
a31	0.11259406	0.09874977	0.08348793	0.16177855	0.19725032	0.18246943	0.16366993
a21	0.26581234	0.20132762	0.12948753	0.13309596	0.10682233	0.090834595	0.072619565
a31	0.10372312	0.08151653	0.06703536	0.16956884	0.20289339	0.18858954	0.18667322
a20	0.29928195	0.18083565	0.1162352	0.13733007	0.10699109	0.08902822	0.070297815
a31	0.12460684	0.08078895	0.066059895	0.18262964	0.18465331	0.16952421	0.19173716
a37	0.20909378	0.123661116	0.09608679	0.14117412	0.16215923	0.14608485	0.121740125
a33	0.19163594	0.11246878	0.09743861	0.17759751	0.13834496	0.13140784	0.15110639
</S>	0.1365982	0.1060158	0.1313145	0.20902058	0.15282917	0.14369862	0.12052308
