 	sul	muro	vuole	uno	specchio	</S>
a31	0.20080894	0.12683648	0.17321984	0.19036241	0.16668016	0.14209212
a39	0.32877693	0.18529695	0.15064622	0.1342193	0.11085246	0.09020812
a35	0.31467983	0.19266967	0.17081207	0.124795355	0.11094058	0.08610249
a31	0.40048257	0.19174178	0.1286525	0.09825262	0.096422344	0.08444825
a2	0.44743726	0.22309026	0.14315136	0.07444256	0.0634456	0.04843303
a0	0.39649743	0.22740258	0.13726084	0.08226938	0.08833207	0.06823769
a20	0.36201486	0.19835342	0.13238062	0.092061065	0.10459042	0.110599644
a18	0.39625278	0.18517004	0.11221842	0.08352049	0.10751959	0.11531873
a31	0.37327662	0.23122308	0.1350479	0.08411752	0.07410379	0.102231085
a0	0.3907726	0.23506859	0.12307352	0.07005885	0.08509028	0.09593611
a31	0.38908178	0.19978672	0.12027535	0.08067472	0.08707036	0.12311106
a46	0.37251467	0.25026792	0.1315163	0.08167461	0.07143322	0.09259321
a33	0.44161925	0.23941828	0.107273385	0.0662232	0.06332227	0.08214369
a8	0.31736305	0.27297798	0.22755972	0.09146341	0.04760604	0.043029875
a31	0.2574003	0.1916511	0.23047847	0.17841819	0.080902055	0.06114987
</S>	0.32058635	0.235335	0.15780392	0.096165255	0.08538936	0.1047201
