 	lo	sentii	ee	che	arrivava	</S>
a15	0.106139	0.10847695	0.12389277	0.14358088	0.15531158	0.3625988
a31	0.061522305	0.14305991	0.20227742	0.2340291	0.119316995	0.23979422
a46	0.19958673	0.33129522	0.17560904	0.15490031	0.079712935	0.058895826
a8	0.09523099	0.2121624	0.24786232	0.2323046	0.1253561	0.08708355
a31	0.091302186	0.20351022	0.22475317	0.23740874	0.13075663	0.11226894
a23	0.23505943	0.3226798	0.17535467	0.15408303	0.061550576	0.05127252
a8	0.07203262	0.16820097	0.27617836	0.2682168	0.1243836	0.09098773
a38	0.07575022	0.18038549	0.22486177	0.26578012	0.12625395	0.12696841
a20	0.105643034	0.2547458	0.24676065	0.24964279	0.073421225	0.06978651
a28	0.19791423	0.3436767	0.1819623	0.16012275	0.06761075	0.04871332
a20	0.1887443	0.33604425	0.18514277	0.15627734	0.07708168	0.056709588
a23	0.20997143	0.32817867	0.1715051	0.1506327	0.07919569	0.060516335
a31	0.088630594	0.20742492	0.25865343	0.23683138	0.10905271	0.09940691
a29	0.24065614	0.27356842	0.16891123	0.15073234	0.09243602	0.07369589
a33	0.101995476	0.21117172	0.20134284	0.22915003	0.10409071	0.1522492
a29	0.0816883	0.16615455	0.25814614	0.24854212	0.1182803	0.12718864
a27	0.11149303	0.24453893	0.2078796	0.23089682	0.07965271	0.12553892
a46	0.092017934	0.16839792	0.21690358	0.21999739	0.13285445	0.16982873
a20	0.088826604	0.178983	0.22084668	0.25529903	0.10825384	0.14779083
a31	0.11542911	0.2418014	0.1958995	0.23102616	0.08614714	0.12969667
a7	0.14726564	0.24096888	0.20260425	0.16324158	0.14400673	0.10191286
a1	0.08448638	0.118894935	0.15151395	0.22474222	0.14453259	0.2758299
a20	0.096326955	0.13128841	0.20533422	0.26068276	0.11923711	0.18713053
a31	0.08994984	0.13784167	0.21717368	0.2515727	0.09704208	0.20642
a20	0.17250139	0.19576736	0.2182472	0.17774405	0.14441949	0.09132055
a31	0.0961045	0.11440324	0.15040034	0.22942446	0.12785953	0.2818079
a23	0.18806154	0.16758397	0.20670049	0.20378627	0.144154	0.0897137
</S>	0.16642328	0.1386555	0.12925358	0.18579362	0.117692925	0.26218107
