 	ho	rotto	una	bottiglia	</S>
a31	0.12821756	0.15760048	0.15426582	0.18598743	0.37392873
a21	0.17035839	0.39870682	0.24395317	0.112729594	0.07425208
a31	0.10691124	0.22437012	0.22881046	0.18636563	0.2535425
a35	0.18813358	0.32531914	0.24301766	0.13549781	0.10803178
a31	0.11756113	0.25457883	0.18599682	0.16947275	0.27239046
a24	0.20026724	0.27370423	0.24919666	0.16055983	0.11627203
a37	0.19123718	0.20539378	0.15762748	0.1714903	0.27425128
a31	0.14082547	0.16444133	0.22298238	0.19582498	0.27592584
a33	0.26363647	0.2074147	0.17179535	0.14626537	0.21088812
a31	0.1372936	0.14366402	0.34476876	0.2293571	0.14491652
</S>	0.1838197	0.15229952	0.29002944	0.23829348	0.13555785
