 	voglio	che	Maria	viene	domani	</S>
a33	0.10835687	0.11010798	0.1067799	0.21705097	0.21262439	0.24507993
a31	0.057124197	0.04987063	0.04765607	0.24935602	0.27416107	0.32183203
a11	0.24673055	0.12455377	0.11982416	0.24452977	0.13560331	0.12875839
a31	0.092333764	0.05464311	0.07566438	0.28117818	0.25071472	0.24546583
a18	0.16055919	0.11781888	0.1309904	0.20257887	0.18300217	0.20505047
a31	0.09742199	0.058085546	0.075552605	0.30446634	0.24634844	0.2181251
a42	0.12280058	0.08773774	0.11596512	0.21939975	0.21660733	0.23748945
a37	0.080407284	0.047806405	0.057824157	0.3124229	0.26590976	0.23562951
a31	0.112957075	0.060614213	0.090273924	0.2698244	0.24951158	0.21681878
a20	0.12133186	0.089009225	0.13842721	0.26694226	0.20493701	0.17935242
a31	0.05977867	0.038736425	0.03616471	0.24885172	0.30376703	0.3127014
a8	0.13858944	0.08035154	0.07809298	0.2914478	0.22810219	0.18341613
</S>	0.14049475	0.10720541	0.074608505	0.20318247	0.22185382	0.25265506
