 	il	morto	vuole	pianto	</S>
a46	0.14462167	0.1434674	0.18562315	0.22995111	0.2963367
a23	0.11005252	0.15064816	0.26116237	0.23668125	0.24145566
a20	0.12240349	0.3029172	0.23493294	0.17737089	0.16237545
a31	0.23097043	0.48944667	0.15646993	0.07678241	0.046330556
a21	0.3084198	0.37709594	0.13091162	0.09098529	0.09258733
a11	0.16756247	0.40151015	0.21372122	0.12592952	0.0912766
a10	0.21735737	0.47246572	0.16420679	0.08904614	0.05692404
a27	0.2511642	0.40899825	0.1679668	0.09730067	0.07457005
a17	0.1778388	0.34509	0.21336667	0.14915551	0.11454903
a31	0.18936428	0.35022885	0.20038645	0.14814334	0.11187708
a37	0.23508961	0.32871017	0.20977253	0.11555398	0.11087365
a31	0.22503497	0.31123215	0.22036207	0.14213786	0.10123288
a37	0.22568345	0.2912707	0.24180502	0.12609538	0.11514546
a17	0.25630638	0.23742646	0.23120457	0.15552442	0.1195382
a31	0.20603698	0.2119787	0.23717935	0.17281637	0.17198859
a10	0.3201363	0.23060825	0.2110262	0.13615446	0.10207479
a7	0.31544325	0.20474371	0.18815121	0.15058134	0.14108051
a31	0.24112058	0.23056196	0.16710207	0.13805783	0.22315763
a33	0.35296327	0.18801585	0.19713317	0.16063818	0.10124948
a29	0.31046978	0.2577225	0.146779	0.12579605	0.15923265
a41	0.16227902	0.16234566	0.19846424	0.19594954	0.28096154
a31	0.22839434	0.2244545	0.16718744	0.15917118	0.22079252
a39	0.35614777	0.17822634	0.17030473	0.1621252	0.133196
</S>	0.20610085	0.18773063	0.18871994	0.1990999	0.21834862
