 	la	macchina	vuole	riparata	dal	meccanico	</S>
a8	0.12951156	0.15209	0.14389737	0.16053608	0.10630097	0.15626836	0.15139568
a46	0.10008242	0.06796024	0.053760942	0.10537548	0.26506165	0.26394954	0.14380975
a35	0.08614717	0.04940735	0.050147977	0.11619088	0.29129046	0.2679678	0.1388483
a3	0.09986532	0.05195873	0.05805103	0.12580357	0.28081644	0.2475526	0.13595232
a31	0.12630825	0.055306096	0.063681394	0.12224073	0.26433814	0.22854316	0.13958226
a18	0.19462447	0.10287506	0.109334886	0.15979388	0.19854231	0.14241214	0.092417285
a31	0.14852339	0.0601998	0.055512223	0.096421696	0.26334193	0.23611991	0.13988104
a46	0.18888658	0.09592953	0.10875012	0.15864268	0.20578355	0.14646526	0.095542304
a31	0.12135297	0.058628045	0.049831957	0.06264405	0.28336835	0.263447	0.16072764
a46	0.22585468	0.108021654	0.08925706	0.17551513	0.18631068	0.13889815	0.076142564
a31	0.15444192	0.07098595	0.04959782	0.06817865	0.25842145	0.25478396	0.14359029
a17	0.26379502	0.13086836	0.07059274	0.14716855	0.16977331	0.13717164	0.0806303
a20	0.22204491	0.09849856	0.055765435	0.0982564	0.18595181	0.22288795	0.11659492
a31	0.18615976	0.11744319	0.057551906	0.10707993	0.19054604	0.20545079	0.1357683
a7	0.29118124	0.12487356	0.062381882	0.124291636	0.14157651	0.14375056	0.11194461
a39	0.23831165	0.19912566	0.09208337	0.18346214	0.07245439	0.1266099	0.08795285
a31	0.2054754	0.20119637	0.08888633	0.17712839	0.08941831	0.14101133	0.096883774
</S>	0.30388817	0.112384066	0.06711685	0.10875106	0.12979497	0.14830257	0.12976235
