 	non	sapeva	dove	a	stare	</S>
a20	0.15192199	0.15934807	0.16322623	0.19479224	0.17581396	0.15489745
a31	0.17528203	0.21215172	0.16953202	0.20081429	0.11434209	0.12787788
a37	0.25041917	0.33592695	0.21182908	0.11090327	0.05387271	0.0370488
a38	0.17124112	0.28993803	0.16856402	0.20178622	0.08328163	0.08518896
a31	0.15608197	0.26802632	0.18277839	0.1742799	0.10279932	0.116034135
a41	0.20496212	0.2695285	0.21386738	0.15036072	0.081282035	0.07999925
a10	0.18489219	0.2207422	0.21851926	0.16721912	0.09259722	0.116029985
a20	0.18980446	0.22667041	0.21759015	0.15077427	0.09198125	0.123179376
a9	0.18919249	0.21322347	0.21005398	0.16759317	0.097550675	0.12238627
</S>	0.15616737	0.20854232	0.24176358	0.2115339	0.098160535	0.08383233
