 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.11715524	0.16858517	0.08587756	0.09812669	0.1776713	0.18103826	0.17154568
a39	0.12729806	0.19407745	0.16652414	0.15629908	0.12758593	0.11237402	0.11584126
a31	0.0800918	0.20366807	0.13836865	0.1425976	0.16849063	0.13872853	0.1280547
a0	0.084740296	0.22238737	0.24539411	0.17811818	0.118150845	0.08504962	0.06615956
a31	0.08655209	0.22475249	0.22689469	0.12613712	0.10654323	0.11333105	0.11578931
a13	0.073033534	0.20682625	0.20633124	0.14499772	0.14579009	0.114340454	0.1086806
a31	0.12590125	0.23028818	0.20392038	0.12461525	0.106559515	0.09121569	0.11749975
a37	0.08674488	0.19759634	0.22398533	0.1417509	0.12496913	0.111430824	0.1135226
a31	0.13686743	0.1988592	0.17423134	0.1311209	0.11118965	0.09982627	0.14790511
a11	0.10253458	0.18924627	0.24059494	0.1236147	0.109095626	0.11810323	0.11681063
a39	0.13118298	0.19304402	0.18557853	0.12936115	0.11024868	0.10587248	0.14471224
a0	0.14739215	0.18110453	0.17505467	0.13600262	0.116637446	0.11734185	0.12646674
a41	0.14563335	0.20856845	0.1788037	0.13578768	0.113305114	0.10800938	0.10989228
a0	0.11655992	0.22506413	0.24583828	0.11804132	0.09537835	0.10555848	0.09355949
a20	0.09730798	0.22870195	0.20420328	0.15043315	0.15027936	0.1049264	0.064147934
a31	0.109814614	0.20595065	0.13962041	0.14377363	0.21198471	0.12594278	0.06291329
a30	0.11890555	0.1495642	0.19512506	0.12420833	0.1295798	0.15964285	0.122974224
a41	0.09257843	0.21848293	0.16634567	0.14441872	0.18343228	0.118340716	0.07640119
a31	0.099596396	0.19228289	0.12764484	0.14355356	0.22244315	0.14231934	0.07215985
</S>	0.13557927	0.1546579	0.20348723	0.13000429	0.11578186	0.14081058	0.11967886
