 	non	sono	ancora	vestita	</S>
a31	0.15092982	0.15070601	0.16086929	0.26764476	0.2698501
a23	0.3518478	0.27516454	0.18899645	0.10070814	0.08328309
a31	0.29524013	0.18773	0.19974326	0.14624034	0.17104627
a7	0.45888853	0.2297778	0.113500044	0.10659588	0.091237776
a31	0.2774094	0.20425618	0.17016022	0.1482098	0.19996434
a13	0.36650226	0.2126413	0.14493854	0.1444019	0.13151602
a31	0.285808	0.18632773	0.19174	0.15819658	0.17792776
a37	0.3077455	0.22342479	0.15362653	0.13194579	0.18325742
a18	0.2423642	0.18146999	0.19835357	0.1565437	0.2212685
a31	0.30397764	0.23979937	0.14088985	0.12567043	0.18966275
a46	0.3253301	0.2506441	0.13122189	0.10963328	0.18317065
a8	0.30858234	0.26223993	0.1593504	0.12830478	0.1415226
</S>	0.27463192	0.2620541	0.15860109	0.19038627	0.11432667
