 	un	forno	che	fa	buon	pane	</S>
a31	0.113143146	0.11304314	0.11260906	0.116234384	0.1788439	0.18190387	0.1842225
a20	0.16619928	0.20986469	0.16893134	0.15323198	0.11270494	0.09715812	0.091909654
a28	0.17257631	0.20943883	0.18728575	0.19222832	0.116074726	0.06389185	0.058504242
a31	0.26496097	0.19216223	0.1599789	0.15777417	0.11753601	0.05147879	0.05610888
a18	0.23966555	0.20441064	0.1794071	0.16781618	0.10625294	0.047606368	0.054841194
a13	0.18930289	0.1669991	0.16778657	0.17651749	0.14030604	0.08444988	0.07463811
a39	0.21018744	0.14305313	0.15681589	0.17664069	0.13159227	0.09355414	0.08815653
a20	0.19788037	0.16398361	0.15519659	0.16577275	0.12941511	0.09565389	0.09209759
a31	0.1748483	0.16854943	0.15919334	0.15200779	0.12945975	0.109877236	0.10606422
a20	0.20268707	0.18499403	0.17098469	0.142984	0.10615174	0.09108126	0.10111718
a39	0.13988534	0.17245527	0.16209835	0.15240987	0.13163356	0.12504646	0.11647119
a18	0.17999299	0.14006282	0.1495141	0.13407813	0.1093913	0.14021231	0.14674836
a39	0.24812637	0.14531739	0.13912275	0.12323656	0.09837725	0.11233738	0.13348237
a46	0.2296178	0.15715215	0.15852919	0.13887973	0.10311283	0.10264521	0.11006308
a38	0.19994426	0.20582214	0.19892421	0.13741253	0.08702364	0.07692989	0.093943276
a39	0.15572265	0.18229288	0.22297172	0.20470038	0.09263282	0.06595806	0.075721584
a31	0.16108404	0.19822945	0.20289761	0.20524211	0.07963231	0.06942245	0.083491914
a18	0.17795143	0.20456052	0.18066196	0.15351602	0.12730445	0.07436626	0.08163935
a31	0.19882344	0.1823895	0.17754067	0.14758566	0.084918514	0.083706714	0.12503552
a41	0.19502348	0.13842359	0.15671146	0.17662674	0.12666124	0.11451411	0.09203941
a35	0.21812269	0.17876081	0.14269882	0.15695271	0.12275351	0.07461312	0.10609831
a31	0.18927567	0.16142762	0.15993626	0.17016096	0.14313312	0.080300614	0.09576571
a28	0.23265778	0.13337404	0.14680243	0.13262817	0.0941097	0.1315411	0.12888679
a27	0.18404329	0.15283488	0.13616192	0.13696471	0.1558506	0.112533905	0.12161063
a13	0.18338104	0.15282972	0.15193123	0.16039605	0.1562459	0.09573169	0.0994843
a46	0.16272718	0.15251492	0.15464793	0.14523803	0.1502449	0.10450736	0.13011971
a24	0.1922045	0.16628736	0.16094026	0.16332182	0.13952051	0.080406755	0.097318694
a39	0.1770153	0.1637934	0.16414511	0.15000212	0.13204338	0.093434356	0.11956628
a31	0.19383538	0.18077892	0.16366455	0.13593374	0.10703391	0.093265034	0.12548843
a11	0.22236827	0.12143058	0.14636697	0.14302073	0.108074695	0.13544653	0.12329217
a31	0.17635483	0.14494832	0.12066479	0.11693829	0.15340815	0.1286416	0.15904406
a21	0.24363352	0.12378551	0.13465068	0.14033423	0.113605425	0.11464885	0.12934177
</S>	0.15057574	0.12099372	0.117392085	0.13427444	0.21010436	0.14785315	0.11880643
