 	non	deve	magniare	la	sera	</S>
a20	0.15882465	0.10884919	0.09668637	0.11919137	0.21771573	0.29873267
a31	0.08297549	0.06388942	0.05887594	0.15225193	0.33056432	0.31144288
a18	0.1312016	0.13621588	0.1832539	0.15950884	0.2344765	0.15534331
a37	0.060100745	0.07311859	0.07998343	0.16069002	0.31543663	0.3106706
a18	0.065515	0.060575403	0.075990014	0.1538198	0.319329	0.32477084
a31	0.06499088	0.056337953	0.06009206	0.14450665	0.33293602	0.34113643
a13	0.06874192	0.077671126	0.12453995	0.16351594	0.31409383	0.25143725
a31	0.10203853	0.07872034	0.07022463	0.10608518	0.24763316	0.39529812
a17	0.09511622	0.08198668	0.09991379	0.10954335	0.32363072	0.28980917
</S>	0.16761878	0.122124396	0.11574893	0.12457955	0.23319277	0.23673564
