 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.16718301	0.11641902	0.12740247	0.1310188	0.1519349	0.123533644	0.089078665	0.09342948
a31	0.13088445	0.12308711	0.108804695	0.08765357	0.124095485	0.1388831	0.17723386	0.109357774
a15	0.104259804	0.20945774	0.123195864	0.12017773	0.15548441	0.11846596	0.09389757	0.075060874
a20	0.077174634	0.11361877	0.080916725	0.07204558	0.07970489	0.1370055	0.24912477	0.19040905
a11	0.07572596	0.13581067	0.087884605	0.09748229	0.10694534	0.14647098	0.18953663	0.16014355
a31	0.078794725	0.11344095	0.078748606	0.09112554	0.093203075	0.15247989	0.20762809	0.18457907
a39	0.09893062	0.1317804	0.101544455	0.11586578	0.13303775	0.12601554	0.15563573	0.1371897
a46	0.084862575	0.09222144	0.07622059	0.07078197	0.07392213	0.14114109	0.24051078	0.22033934
a18	0.091623515	0.07541791	0.08329879	0.06598908	0.06781207	0.12705214	0.2512558	0.23755068
a31	0.09545323	0.092659645	0.08152114	0.064259	0.07013901	0.12861125	0.2441682	0.22318844
a13	0.10436398	0.1236496	0.09649713	0.08581729	0.10416777	0.14327589	0.18000561	0.16222276
a31	0.13766398	0.103554435	0.102649145	0.07567833	0.09120973	0.08339108	0.20461428	0.20123897
a46	0.11388012	0.16101922	0.11438634	0.083267614	0.117032394	0.103317946	0.15692768	0.15016869
a31	0.18392973	0.14345568	0.13535856	0.0992031	0.12960637	0.09110172	0.10023457	0.11711023
</S>	0.14808595	0.1553997	0.14370407	0.08533088	0.14615075	0.08395126	0.11076037	0.12661703
