 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
a31	0.0587654	0.058168232	0.05818315	0.058110587	0.059252154	0.060269836	0.059934057	0.08407017	0.15204133	0.1886584	0.16254662
a28	0.10444171	0.07754473	0.114356235	0.1216877	0.09177019	0.11632714	0.08523603	0.084344424	0.07002455	0.062892914	0.07137436
a37	0.09866833	0.06610529	0.11244354	0.06949716	0.12386825	0.12541531	0.06350525	0.064749025	0.081317194	0.09210865	0.102322005
a31	0.16656993	0.09651559	0.13141604	0.089326665	0.1333501	0.1327125	0.052152075	0.042210065	0.049311835	0.056141924	0.05029322
a17	0.14197624	0.087050326	0.15790379	0.097022705	0.15871331	0.11924093	0.04892517	0.035842422	0.053121828	0.05724075	0.04296261
a31	0.09863179	0.08211461	0.16072775	0.09632698	0.1549147	0.13387597	0.062140897	0.06388406	0.050630912	0.051983062	0.044769283
a28	0.13736789	0.11591238	0.1506537	0.10053606	0.14391471	0.110640176	0.058336113	0.033968054	0.051697757	0.06028619	0.03668695
a17	0.1282868	0.10792361	0.15521769	0.11022818	0.15033984	0.096397996	0.069591075	0.045280762	0.05467963	0.048337832	0.03371657
a20	0.118857324	0.113967255	0.12986957	0.09054268	0.14722952	0.114952296	0.07281599	0.064517856	0.050316174	0.05124893	0.045682408
a31	0.14979146	0.13310112	0.1267716	0.09709282	0.1204927	0.09537171	0.07167878	0.057680994	0.059288096	0.048609134	0.040121567
a37	0.13481395	0.1325309	0.12199958	0.07875982	0.13641353	0.09484537	0.068292506	0.054904748	0.051592514	0.07565391	0.050193146
a31	0.11718231	0.09776764	0.14654152	0.11330459	0.14658824	0.09360214	0.08188596	0.062427655	0.055474877	0.044954002	0.04027101
a18	0.14221159	0.14136629	0.09815489	0.07671238	0.12428665	0.09174432	0.0720168	0.061982363	0.049015798	0.08168735	0.060821544
a8	0.12643622	0.1046419	0.13697042	0.09125239	0.1489431	0.10091129	0.079312064	0.071072556	0.051501594	0.04413461	0.04482384
a31	0.14441413	0.15469941	0.09518035	0.09516132	0.113967694	0.097251706	0.049828563	0.04658997	0.06752145	0.06705465	0.06833067
a24	0.13095008	0.11726202	0.120726734	0.10426743	0.10137481	0.10124894	0.08215165	0.0710072	0.04351281	0.06557301	0.06192526
a37	0.14345892	0.13852239	0.093322545	0.07864638	0.12142782	0.104623	0.07395873	0.06543527	0.05910611	0.059350286	0.06214855
a31	0.1392106	0.14174818	0.07917392	0.075937785	0.10790404	0.08667172	0.068217576	0.06784539	0.061341185	0.0868098	0.0851399
a30	0.15547644	0.13645247	0.10356669	0.09510018	0.09481205	0.09742567	0.08991778	0.06495521	0.04114509	0.067360274	0.053788092
a24	0.13351196	0.12641472	0.09244628	0.08423238	0.10123283	0.09182821	0.08744907	0.07180828	0.057487004	0.081184514	0.072404765
a46	0.113377936	0.11895952	0.06368707	0.06445341	0.092092484	0.07498568	0.0467558	0.05217676	0.09163249	0.13156815	0.1503107
a31	0.082413085	0.08109848	0.07464482	0.05181291	0.11521309	0.08068333	0.037780702	0.044365484	0.08835007	0.17822759	0.16541049
a8	0.14188924	0.121939994	0.117282026	0.117779315	0.093572676	0.10530198	0.09528031	0.06457745	0.040590025	0.05369301	0.048093922
a31	0.094198056	0.09800665	0.06395392	0.061808627	0.072186664	0.051553436	0.038372383	0.037465777	0.13797066	0.19325131	0.15123254
a3	0.1378077	0.12323043	0.10902513	0.10007511	0.10981366	0.10791871	0.0829054	0.08043011	0.03378348	0.058136202	0.056874037
a39	0.10142836	0.10208694	0.05890036	0.078763366	0.050895616	0.048358317	0.047119018	0.05284718	0.13436586	0.16088583	0.16434917
a31	0.08615267	0.08586235	0.0616747	0.07613329	0.06973448	0.0719689	0.046194043	0.048556454	0.11395073	0.1459311	0.19384123
a28	0.16145281	0.1413332	0.08322983	0.09745231	0.091249384	0.11683651	0.07946932	0.07694672	0.033987764	0.058783293	0.059258908
a31	0.09167143	0.09112275	0.06472557	0.08253303	0.052054983	0.048962887	0.047524277	0.064783275	0.14141572	0.15455014	0.16065595
a17	0.17427844	0.15280475	0.08666554	0.102776654	0.075961664	0.10006158	0.07014666	0.0658469	0.04695728	0.057268307	0.06723219
</S>	0.08263747	0.08209153	0.05407615	0.07286613	0.046895813	0.05004771	0.052040465	0.068779275	0.15625966	0.16810323	0.1662025
