 	il	morto	vuole	pianto	</S>
a31	0.14462167	0.1434674	0.18562315	0.22995111	0.2963367
a28	0.22330101	0.31675142	0.20608357	0.14999284	0.10387113
a17	0.16298357	0.3459322	0.22979309	0.13921604	0.12207508
a31	0.1634528	0.3522884	0.24093322	0.14192453	0.10140102
a20	0.27599177	0.40003124	0.17589927	0.07873673	0.069340944
a0	0.3170462	0.30932876	0.18803066	0.105682194	0.079912215
a31	0.27082345	0.19898406	0.20663321	0.17370296	0.14985636
a13	0.3167327	0.28290898	0.18821503	0.123138025	0.08900526
a6	0.28099808	0.2012748	0.212863	0.1741469	0.1307172
a31	0.26924297	0.21289964	0.20273776	0.16091971	0.15419996
a46	0.34217432	0.25410178	0.1874583	0.12692681	0.08933877
a37	0.2917495	0.17324783	0.19824578	0.18046588	0.15629102
a31	0.3794012	0.2180124	0.15978344	0.13493052	0.1078724
a46	0.36910814	0.2037818	0.18741333	0.14300546	0.09669123
a31	0.36950323	0.2005632	0.13926949	0.13796304	0.15270099
a46	0.36616108	0.17128958	0.18127443	0.16314779	0.118127055
a8	0.4413259	0.24922058	0.09798101	0.08836738	0.12310515
a31	0.29014954	0.26027086	0.15370086	0.1392246	0.15665409
a8	0.36606428	0.18862468	0.14859273	0.13366564	0.16305272
</S>	0.26799378	0.23283297	0.1602353	0.17040682	0.16853115
