 	perché	aveva	lavorato	molto	</S>
a46	0.13386841	0.20360534	0.24666323	0.22633865	0.18952426
a31	0.20806548	0.19149485	0.20341589	0.21587844	0.1811453
a17	0.46051142	0.2292073	0.17296751	0.08559036	0.051723376
a31	0.34861714	0.18993504	0.14411727	0.14294174	0.17438884
a37	0.45631877	0.24606013	0.16747883	0.06849589	0.061646465
a31	0.39370713	0.19091482	0.17209755	0.12903535	0.11424519
a18	0.39010453	0.21794611	0.16701809	0.12428479	0.10064649
a10	0.3205393	0.19618995	0.17382611	0.15756413	0.15188049
a31	0.35775113	0.19216618	0.15547974	0.14212102	0.15248197
a46	0.3989208	0.18357861	0.1597356	0.12609869	0.13166627
a20	0.31739998	0.20195746	0.14447209	0.13532117	0.20084931
a11	0.4303697	0.1789068	0.12961374	0.10740409	0.15370558
a18	0.41432774	0.20944513	0.16558011	0.08428935	0.1263576
a31	0.3542776	0.21951517	0.15586573	0.093532465	0.17680909
a0	0.41108194	0.1637172	0.14217593	0.13593924	0.14708571
a31	0.3443773	0.2357141	0.19657871	0.09529099	0.12803884
a8	0.41982326	0.17144902	0.1432197	0.124420546	0.14108743
a31	0.3507801	0.2645735	0.22809365	0.08654384	0.070008956
a7	0.41987962	0.18597777	0.13294508	0.115110606	0.14608687
a31	0.22881898	0.30900595	0.27579942	0.1129156	0.07346006
</S>	0.4270133	0.1886639	0.1397746	0.11571003	0.12883815
