 	Marika	è	che	si	sposa	domani	</S>
a27	0.072378114	0.10069657	0.1052543	0.12605983	0.2065809	0.18750976	0.20152052
a37	0.050505105	0.04078509	0.07677358	0.15924057	0.24274562	0.22947443	0.20047566
a31	0.15621807	0.089661695	0.10372552	0.11900007	0.17048603	0.17684136	0.18406726
a11	0.29477015	0.12822528	0.15209378	0.13068502	0.095008545	0.09926521	0.09995204
a31	0.091313794	0.07086328	0.10569022	0.15011273	0.1935849	0.19393909	0.19449599
a37	0.21583107	0.112853914	0.13497473	0.12707786	0.109064355	0.1461023	0.15409572
a31	0.08146329	0.075217694	0.111275606	0.15813978	0.19658652	0.19183983	0.18547724
a6	0.13762344	0.07027458	0.1042043	0.1417062	0.14388001	0.2059904	0.19632107
a20	0.06870384	0.050392326	0.06899355	0.12308825	0.2211053	0.22810166	0.23961507
a31	0.104666926	0.07263718	0.09512252	0.12633067	0.17559041	0.20397286	0.22167943
a20	0.17395845	0.08523179	0.12101579	0.14732125	0.14264403	0.17145723	0.15837155
a31	0.057883628	0.04035661	0.06051577	0.11894539	0.2289905	0.24308847	0.2502197
a0	0.10453194	0.06036515	0.075376555	0.12991367	0.21037745	0.22260782	0.19682746
a20	0.06857935	0.06386015	0.07095241	0.11094598	0.257476	0.21763669	0.21054941
a31	0.06284455	0.05350921	0.059630454	0.09052873	0.2715655	0.23338954	0.22853203
</S>	0.109261714	0.07325252	0.07631078	0.08035309	0.21539944	0.21008281	0.23533961
