 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.09951537	0.10073974	0.13022937	0.16356385	0.1435082	0.16914159	0.19330193
a46	0.09072988	0.08471739	0.080213346	0.079187386	0.14754094	0.27430892	0.2433021
a31	0.15242076	0.11370071	0.06795649	0.06736155	0.1426508	0.23101224	0.2248975
a35	0.3797798	0.23524302	0.15863167	0.06041369	0.038171276	0.072943054	0.054817475
a31	0.18030022	0.13825756	0.09144229	0.05228857	0.11245016	0.22864377	0.19661742
a20	0.36422262	0.24089316	0.15770577	0.064664714	0.041635215	0.072727084	0.058151446
a31	0.25570044	0.20126012	0.11766273	0.068842664	0.08781589	0.14244585	0.12627229
a39	0.34073675	0.21933512	0.13894774	0.07879294	0.054811314	0.09205683	0.07531931
a3	0.2862303	0.19207995	0.12151115	0.07234819	0.09103558	0.12692946	0.109865375
a31	0.219769	0.16382399	0.103808485	0.059327513	0.09832439	0.19749011	0.15745652
a7	0.36193842	0.21991839	0.12979257	0.092912406	0.062147483	0.07077433	0.06251629
a10	0.26056126	0.19023782	0.11505744	0.06176216	0.098159984	0.14776927	0.12645204
a31	0.25960174	0.21578011	0.12182954	0.06391127	0.081798315	0.13510543	0.12197356
a11	0.36622658	0.20177303	0.12574835	0.0885802	0.07454205	0.074568614	0.06856123
a18	0.25055867	0.18931198	0.11217487	0.061298274	0.088846184	0.15733616	0.14047387
a28	0.22105192	0.17591803	0.10699873	0.050081816	0.08025958	0.19544859	0.17024136
a31	0.20939001	0.1882022	0.12376769	0.05991515	0.077432245	0.17535937	0.16593331
a11	0.36477646	0.18794504	0.11308873	0.077515945	0.0896163	0.080716625	0.08634085
a13	0.1745391	0.16208299	0.13603792	0.087929904	0.06604649	0.17729516	0.1960684
a31	0.19869702	0.18542998	0.16407627	0.079301514	0.06195793	0.15023512	0.16030216
a20	0.34849203	0.18107837	0.10448969	0.08176889	0.087665096	0.09358063	0.10292531
a31	0.17540453	0.16858803	0.15556122	0.10742584	0.07212596	0.14553489	0.17535952
a8	0.34800664	0.18956462	0.10216176	0.07957175	0.06552983	0.10106523	0.11410014
</S>	0.1912093	0.1842546	0.19079813	0.124598	0.08078299	0.106935225	0.12142181
