 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.073240094	0.10268674	0.114439376	0.16085742	0.18175651	0.18567647	0.18134338
a31	0.029067483	0.042965323	0.06501947	0.16504453	0.23945716	0.24638447	0.21206148
a7	0.119314454	0.31766447	0.1327653	0.13899046	0.11067586	0.094731115	0.08585833
a31	0.034938186	0.10905582	0.09026581	0.16146234	0.2038206	0.2094444	0.19101287
a20	0.07994916	0.19467476	0.11168794	0.14478734	0.14356579	0.1570677	0.16826734
a2	0.050650094	0.08239303	0.055443954	0.14021304	0.22239459	0.23527479	0.21363051
a41	0.054144714	0.08553969	0.06218185	0.15519893	0.21936315	0.22016087	0.20341077
a20	0.07995244	0.08522926	0.06509712	0.09806817	0.17528273	0.25246924	0.24390103
a46	0.10399775	0.09837659	0.066936195	0.095742516	0.16605954	0.22530851	0.2435789
a31	0.086140126	0.08991704	0.06256553	0.11102457	0.18228963	0.24252716	0.22553596
a11	0.07417481	0.09005587	0.058975883	0.13212547	0.21243954	0.22706845	0.20515995
a35	0.11583603	0.10423962	0.064281404	0.084921755	0.14382175	0.22784825	0.2590512
a31	0.100044124	0.10576998	0.07374454	0.13524307	0.18024983	0.21033011	0.19461828
a11	0.10807069	0.12748952	0.06220752	0.10758376	0.17256543	0.2091236	0.21295956
a28	0.12231943	0.12279897	0.077005096	0.13599725	0.16587105	0.19371104	0.18229714
a20	0.11578838	0.14355604	0.09820049	0.14802068	0.16488713	0.17323363	0.15631361
a10	0.115176246	0.17149144	0.12592976	0.15884359	0.15055574	0.1491624	0.12884088
a31	0.11720524	0.1550236	0.15580961	0.16672258	0.14410304	0.1385243	0.122611634
</S>	0.1606137	0.12576236	0.0805545	0.12169045	0.1489422	0.17896631	0.18347056
