 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.094173566	0.067506306	0.05007616	0.1035654	0.20734231	0.23117983	0.24615644
a20	0.097034596	0.12444907	0.0940182	0.113895886	0.15836473	0.1521108	0.2601267
a35	0.2896478	0.22120282	0.14175254	0.08902087	0.08974984	0.07135455	0.09727155
a20	0.1730214	0.26012814	0.15523656	0.11001934	0.11130357	0.086347476	0.10394351
a38	0.44372633	0.19385803	0.09706096	0.058576245	0.071159706	0.06653623	0.06908261
a31	0.29988524	0.22840439	0.1159712	0.07319968	0.09809528	0.08966961	0.09477467
a18	0.24080868	0.21127754	0.13635978	0.10689117	0.11272452	0.10157234	0.09036598
a23	0.18343781	0.19413157	0.123120606	0.09070751	0.11779619	0.10327045	0.18753587
a24	0.11410481	0.1928842	0.113817185	0.12230954	0.14846092	0.12783055	0.18059276
a37	0.17132919	0.18373181	0.111988336	0.10503073	0.12376497	0.10697757	0.19717744
a20	0.26958737	0.16709813	0.12360843	0.075860046	0.096750796	0.09465616	0.17243904
a31	0.24012241	0.16343538	0.12745772	0.079482876	0.10107106	0.09977006	0.18866052
a20	0.11913223	0.21290542	0.1872634	0.12689564	0.12735198	0.11964332	0.10680804
a33	0.14008203	0.12893543	0.09602018	0.093531504	0.12432689	0.11807421	0.29902974
a31	0.08982026	0.115329415	0.09974997	0.12705098	0.15485449	0.1501517	0.26304317
a20	0.2032428	0.13930728	0.15396523	0.110557556	0.14036645	0.13157485	0.12098578
a31	0.13073522	0.06868543	0.07819743	0.12791824	0.15444778	0.19082537	0.24919045
a20	0.22162378	0.13126123	0.14683881	0.104126275	0.13853355	0.13072507	0.12689129
a31	0.14101148	0.04665285	0.06686939	0.14212091	0.18154825	0.21389566	0.20790145
</S>	0.23513277	0.10439177	0.1315258	0.10236538	0.1350067	0.12927882	0.1622988
