 	non	aveva	dove	a	stare	</S>
a31	0.16656451	0.14779608	0.16317299	0.17360745	0.15063307	0.19822587
a8	0.22060545	0.19528681	0.19595191	0.19639671	0.115495734	0.07626351
a31	0.23495196	0.17829357	0.15270542	0.16028996	0.108299956	0.1654592
a28	0.33714196	0.25302336	0.21622838	0.10892985	0.053182382	0.031494144
a37	0.27158576	0.2281377	0.20079407	0.14879319	0.092087075	0.05860216
a31	0.26370928	0.18926494	0.17703685	0.1662011	0.12241158	0.08137622
a18	0.30517942	0.23517662	0.19378302	0.11689067	0.08062237	0.06834795
a0	0.23377763	0.16714086	0.15700993	0.16969778	0.14329256	0.12908128
a23	0.26702428	0.21726216	0.1808772	0.13885412	0.09223102	0.10375124
a8	0.2608476	0.22667776	0.20022154	0.12564828	0.08333168	0.10327311
a31	0.2521039	0.21608104	0.19664757	0.124004394	0.08029733	0.13086584
a20	0.2416669	0.21457833	0.20811152	0.16930646	0.09685488	0.069481924
a31	0.26820925	0.22634982	0.21015018	0.110132374	0.055287577	0.12987073
a20	0.3027497	0.21051876	0.18535969	0.11136749	0.092878416	0.097125925
a24	0.26527038	0.23129027	0.22606188	0.118797876	0.05902464	0.09955493
a8	0.2519065	0.22870068	0.22754364	0.13354196	0.07040312	0.087904066
a31	0.25049832	0.22153276	0.21417016	0.12646689	0.07982848	0.10750341
</S>	0.27103037	0.22733013	0.20534627	0.13260223	0.07017976	0.09351121
