 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a8	0.06013038	0.066085264	0.05838361	0.061606262	0.07636349	0.13551612	0.28739834	0.25451654
a31	0.05279358	0.09668456	0.08377344	0.052093096	0.1557542	0.13634849	0.16618784	0.25636485
a8	0.16805717	0.25889006	0.19005036	0.15143423	0.118608676	0.043389868	0.03661911	0.032950547
a31	0.07595503	0.110504426	0.14576703	0.09770137	0.17710377	0.13102014	0.11187703	0.15007126
a46	0.15640266	0.27708983	0.1698657	0.13705608	0.13223909	0.048562203	0.04374137	0.03504301
a31	0.077500075	0.14583217	0.16254273	0.10461316	0.18752104	0.12576525	0.09783717	0.098388426
a20	0.14904113	0.26538074	0.17683443	0.14460494	0.12791932	0.048738018	0.04772121	0.03976022
a31	0.12526149	0.18094742	0.20223711	0.14339381	0.16429399	0.072562195	0.06245714	0.048846774
a13	0.15943675	0.18624777	0.18082267	0.13659059	0.1527438	0.062204342	0.06311615	0.058838014
a17	0.13364446	0.13640733	0.18709262	0.17988534	0.15889855	0.081121586	0.072023846	0.050926268
a8	0.11246894	0.14504878	0.17230473	0.16760392	0.15949702	0.10578114	0.08597601	0.051319476
a31	0.08364551	0.124948174	0.10630047	0.09357448	0.18030772	0.12292703	0.14236443	0.1459322
a8	0.14910987	0.19209825	0.21063803	0.1758554	0.11101793	0.06790324	0.051130153	0.04224711
a20	0.12135397	0.12011689	0.14441626	0.14189179	0.14663155	0.10129304	0.11672061	0.10757591
a31	0.08437007	0.1324805	0.10212286	0.086417794	0.1598307	0.11676999	0.13979308	0.17821495
a28	0.18621519	0.17124985	0.20296218	0.15855995	0.12850747	0.057508696	0.049098648	0.045898013
a31	0.11414208	0.12957342	0.1219717	0.113214076	0.11636942	0.10260811	0.1276403	0.17448086
a38	0.19299702	0.15176988	0.1846303	0.15524042	0.13557237	0.07651084	0.052063353	0.051215794
a31	0.1343465	0.1207942	0.1378184	0.13537863	0.08813249	0.084896095	0.112810284	0.18582334
a17	0.1831984	0.14625707	0.17575899	0.1574837	0.11823328	0.09520036	0.06309385	0.060774386
a3	0.13997917	0.12870066	0.14264321	0.14204073	0.08450807	0.07097797	0.11098605	0.18016414
a10	0.08143455	0.08894192	0.07989209	0.08394578	0.07909772	0.11047453	0.23195378	0.24425967
a20	0.06733341	0.09043671	0.06954462	0.06771843	0.091376655	0.1213323	0.23811318	0.25414473
a35	0.067033075	0.10412242	0.073360845	0.06550771	0.0915926	0.12265154	0.2339223	0.24180949
a37	0.07770846	0.105601676	0.0832934	0.07947738	0.08245647	0.10352904	0.22747679	0.24045677
a23	0.063088626	0.099412024	0.07014914	0.061387863	0.10324741	0.12448863	0.22980098	0.24842528
a20	0.08555668	0.112032205	0.0929404	0.08774813	0.08217578	0.08996008	0.21409492	0.23549186
a31	0.06267649	0.09384171	0.06736365	0.062028922	0.08499	0.12838824	0.24434777	0.2563632
a0	0.20268142	0.12500891	0.17703101	0.15296143	0.12824076	0.093178436	0.058732025	0.062166
a31	0.10452351	0.12688528	0.10060719	0.112010725	0.08352446	0.117824696	0.1809085	0.17371567
a13	0.18684997	0.13113946	0.17410411	0.15596765	0.09306505	0.101273	0.07924552	0.07835524
a31	0.11073623	0.12848455	0.103873424	0.118937545	0.08386689	0.1197572	0.16977766	0.16456647
a39	0.18536597	0.13154311	0.17316563	0.15586942	0.08313919	0.09776767	0.08556341	0.08758566
a17	0.11399338	0.12904851	0.10567902	0.12176257	0.079890594	0.120504886	0.1682464	0.16087465
</S>	0.10415056	0.11077638	0.09951346	0.109778754	0.085729346	0.12028022	0.18032525	0.18944596
