 	non	mi	aspetti	che	non	vengo	</S>
a31	0.09787069	0.0933261	0.12580323	0.16753407	0.19631143	0.1663592	0.15279523
a37	0.16714129	0.108954996	0.13804701	0.16119228	0.22090422	0.151859	0.051901285
a31	0.15299387	0.08297947	0.11554258	0.1844294	0.24338663	0.15382062	0.0668474
a24	0.2637763	0.13628367	0.21249618	0.1423085	0.12450833	0.07791627	0.042710662
a46	0.14133312	0.11554288	0.16346686	0.15698473	0.17278741	0.13899928	0.110885724
a31	0.18370627	0.12574539	0.15103066	0.122804895	0.16077323	0.133784	0.12215556
a1	0.1748379	0.13362765	0.20370576	0.15516254	0.16421254	0.10279766	0.06565587
a31	0.18253967	0.1482984	0.18808304	0.1326507	0.1301774	0.103784144	0.11446663
a20	0.16869226	0.1507402	0.1752947	0.16785593	0.18367837	0.10115096	0.052587617
a41	0.16763312	0.14841554	0.22912045	0.1514711	0.13590851	0.086071506	0.08137981
a31	0.1153159	0.12376452	0.15792513	0.23147716	0.21143748	0.1142012	0.045878593
</S>	0.15589526	0.13822053	0.1600768	0.18708852	0.19805348	0.12332164	0.037343822
