 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
a31	0.07280476	0.07321032	0.07310226	0.07307396	0.083912894	0.18372637	0.21568738	0.22448207
a21	0.13156646	0.10968672	0.10030156	0.11529913	0.2287738	0.11606352	0.10924128	0.08906752
a37	0.06998316	0.07336469	0.067761265	0.06267863	0.25326657	0.11994442	0.20328908	0.14971222
a31	0.1761797	0.13391821	0.11436685	0.100674234	0.2417058	0.08299253	0.089281075	0.060881555
a17	0.18117924	0.14058354	0.09716319	0.094419315	0.2117346	0.08806398	0.10531801	0.08153816
a20	0.16886894	0.14816014	0.098920636	0.090586565	0.20378093	0.120177545	0.08954067	0.07996449
a41	0.20545569	0.15400463	0.10298498	0.10488795	0.13849598	0.13254495	0.098256126	0.063369736
a31	0.17942089	0.15468127	0.093796216	0.077315934	0.14697208	0.124289215	0.116346546	0.10717787
a46	0.12794077	0.12315498	0.077721946	0.055609886	0.1871874	0.12396165	0.16940708	0.13501629
a31	0.17321166	0.119341224	0.092509836	0.08900141	0.15933971	0.14447932	0.11757711	0.10453971
a13	0.14759351	0.1344239	0.086721204	0.05910401	0.19025052	0.112434775	0.14537331	0.12409878
a41	0.17809652	0.1498054	0.0997133	0.08748965	0.14224173	0.14793359	0.109167054	0.085552685
a31	0.19181092	0.14268726	0.09507453	0.08067316	0.13791995	0.11982893	0.1205377	0.111467645
a33	0.16068505	0.13577259	0.084270164	0.05442714	0.15505823	0.09655296	0.15526882	0.157965
a31	0.1933322	0.14614604	0.10009907	0.08282657	0.13390344	0.12571743	0.11578862	0.10218657
a28	0.17337516	0.14391597	0.08994578	0.057290033	0.1475985	0.09301501	0.13968654	0.15517306
a20	0.19127023	0.15545808	0.103757195	0.08465652	0.13328063	0.13400029	0.11442789	0.08314917
a8	0.19858573	0.17341368	0.09924516	0.07581955	0.1262292	0.11661223	0.11269258	0.09740182
a31	0.13008848	0.14696233	0.12663679	0.09445923	0.086654164	0.104626946	0.15895526	0.15161687
a39	0.1846923	0.14587212	0.10164033	0.06693892	0.13741973	0.09283292	0.13148035	0.13912332
a41	0.15008348	0.13959152	0.10926275	0.07587643	0.09319517	0.09374835	0.14574	0.19250223
a13	0.096786566	0.098961286	0.09429056	0.08154293	0.08493406	0.13628213	0.18715134	0.2200511
a31	0.063756794	0.063500874	0.06273063	0.060092624	0.10092354	0.15685424	0.20723236	0.28490898
a35	0.22405215	0.15283091	0.095339574	0.07563649	0.17454116	0.08615945	0.09840762	0.09303266
a31	0.08559854	0.08712867	0.08402296	0.07551961	0.09010773	0.17727874	0.20535909	0.1949846
a21	0.22279449	0.15949622	0.10157633	0.07449669	0.14438225	0.08228819	0.097655825	0.117310084
a31	0.091494665	0.091871575	0.08869901	0.07943431	0.08129001	0.18369207	0.19942543	0.18409294
a10	0.21934304	0.15980048	0.10114496	0.07495011	0.112801604	0.08956379	0.10130085	0.14109509
</S>	0.0961599	0.09600526	0.09126384	0.07887434	0.079066604	0.18227917	0.19435309	0.1819978
