 	la	casa	la	costruisce	il	mastro	</S>
a20	0.14225106	0.120186046	0.09653449	0.08855047	0.10188856	0.17842686	0.27216247
a17	0.10034163	0.08959579	0.10764883	0.12154873	0.19752884	0.1754739	0.20786232
a10	0.11670344	0.08490747	0.16025005	0.19371873	0.20861346	0.12939046	0.10641636
a24	0.3131508	0.18630695	0.18711214	0.11790341	0.09347284	0.061103333	0.040950544
a46	0.18940267	0.12170949	0.19943088	0.15475999	0.14981328	0.106661685	0.0782219
a8	0.16086102	0.10663355	0.20951325	0.15620774	0.1764712	0.10988785	0.0804254
a14	0.117648184	0.08668178	0.12694666	0.17714263	0.23530571	0.14865686	0.1076182
a31	0.25112826	0.17172472	0.18684003	0.12787062	0.11245848	0.08335767	0.06662019
a20	0.19069557	0.11836761	0.1432363	0.16802765	0.11939869	0.14677472	0.113499515
a41	0.19243874	0.14877647	0.1192642	0.15904067	0.13560678	0.12385503	0.12101808
a29	0.1567821	0.1204566	0.1229428	0.15105028	0.16549353	0.13803545	0.14523925
a31	0.22261322	0.14276008	0.15965001	0.13603072	0.12195955	0.09843937	0.11854701
a30	0.16286191	0.10759667	0.15104619	0.19505839	0.11368226	0.15951435	0.110240184
a31	0.17661676	0.12829623	0.08712199	0.14417197	0.15073752	0.13089035	0.18216515
a28	0.17527206	0.120026775	0.1493314	0.19769245	0.09775817	0.16426022	0.09565898
a31	0.16383971	0.13150507	0.07982184	0.13586746	0.14400947	0.14978358	0.19517285
a17	0.21239328	0.14956957	0.1371491	0.17056026	0.09432973	0.15450558	0.08149249
a20	0.1742513	0.1541693	0.09510538	0.09699548	0.10222995	0.17608562	0.20116304
a31	0.16543166	0.14524579	0.1038475	0.0944321	0.13704534	0.13966227	0.21433531
a20	0.23006922	0.16180024	0.12749355	0.14724456	0.120399415	0.12762652	0.085366465
a29	0.19011365	0.15115821	0.08999563	0.06860811	0.08482581	0.15821941	0.25707915
a31	0.18608724	0.15291874	0.09367613	0.07585462	0.08642644	0.16108696	0.24394988
</S>	0.22745037	0.16043885	0.12843111	0.13804005	0.12902428	0.123979785	0.0926355
