 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.16342087	0.10233277	0.089995116	0.08665179	0.1042903	0.14823294	0.14762317	0.15745302
a46	0.11825916	0.049042813	0.04471441	0.07240465	0.09531371	0.14451982	0.21583033	0.25991508
a39	0.065653086	0.058850143	0.048710447	0.11222982	0.11603652	0.17712769	0.193425	0.22796729
a31	0.07903345	0.07968201	0.057866845	0.09844187	0.09614333	0.21764643	0.17027883	0.20090728
a20	0.0921786	0.10008321	0.07876681	0.110195205	0.09537901	0.14477268	0.25892276	0.119701736
a31	0.07168643	0.07733952	0.05967176	0.10113043	0.09911524	0.14540347	0.21113236	0.2345208
a15	0.09082532	0.100327484	0.07689352	0.11124271	0.10115215	0.13873507	0.26703852	0.113785274
a11	0.06199876	0.060275014	0.05431083	0.11282204	0.10186599	0.10729702	0.27184674	0.22958359
a31	0.08566876	0.087644294	0.06771587	0.095684595	0.088929646	0.17686751	0.21695046	0.18053879
a46	0.086256884	0.095661804	0.077394016	0.119376585	0.10968596	0.11508684	0.27950543	0.117032476
a31	0.06268082	0.08456517	0.06021995	0.11551609	0.11111288	0.10556862	0.24305446	0.21728203
a46	0.088605896	0.09161249	0.078725815	0.1126549	0.10403875	0.14250542	0.2670963	0.11476045
a31	0.092260174	0.09345033	0.070441745	0.1094858	0.103180334	0.1168069	0.26979563	0.14457914
a15	0.1014071	0.08874801	0.08013002	0.104113266	0.09801331	0.16480723	0.24849127	0.114289835
a31	0.12971897	0.09589739	0.07700585	0.12238862	0.12170961	0.12553757	0.19914925	0.12859271
a20	0.15013717	0.08124538	0.07675602	0.1012352	0.102148	0.1600951	0.2011698	0.12721333
a18	0.112999424	0.10347848	0.10125433	0.12293103	0.122410625	0.18827818	0.14004107	0.10860683
a46	0.13122469	0.08939377	0.069453835	0.12618956	0.12733334	0.15237845	0.17519467	0.1288317
a31	0.09643191	0.07881964	0.061919425	0.114530206	0.11323562	0.110447936	0.2663935	0.15822168
a15	0.1649082	0.077094644	0.07538983	0.111980185	0.11459497	0.15076746	0.16430748	0.14095724
a31	0.12092444	0.0936935	0.07160452	0.12227384	0.12812035	0.13934569	0.18758565	0.13645205
a37	0.18022929	0.06910985	0.0713344	0.1116409	0.12580635	0.12316927	0.14743721	0.17127275
a35	0.18304472	0.07505614	0.06578242	0.11692995	0.122911975	0.15533012	0.13522346	0.14572121
a31	0.13901326	0.08599779	0.073265865	0.082554966	0.09466395	0.14959888	0.21260701	0.16229829
a46	0.16582644	0.07059623	0.075455815	0.11070074	0.13916564	0.105984814	0.15200776	0.1802626
a31	0.21114631	0.090732135	0.077816375	0.0748217	0.08379838	0.17748702	0.13189852	0.15229963
a11	0.16540143	0.07981932	0.08255061	0.10037863	0.1355175	0.09876661	0.16182747	0.17573838
a31	0.18422543	0.07110195	0.067702696	0.06005216	0.08422016	0.17075816	0.13341752	0.22852196
a46	0.18660161	0.07170111	0.076301806	0.08775141	0.116740264	0.12226475	0.14940645	0.18923262
a20	0.24116625	0.06760586	0.061439093	0.05674762	0.074363574	0.20049268	0.11042136	0.18776359
</S>	0.22350258	0.07983297	0.07129227	0.057924457	0.08926285	0.1759436	0.11366026	0.18858103
