 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.050292805	0.055692162	0.056609202	0.072764374	0.06930925	0.06618668	0.072535865	0.08194638	0.08132647	0.10795466	0.07543361	0.102198586	0.10774992
a31	0.03776674	0.058147497	0.09551194	0.1437116	0.14065604	0.09048099	0.075785585	0.064354695	0.053458244	0.04956916	0.05859729	0.059952028	0.07200818
a23	0.11489379	0.113111675	0.104808554	0.11568971	0.12566976	0.0815346	0.06552001	0.065940484	0.062099867	0.057979688	0.051848643	0.023282578	0.01762068
a31	0.038672216	0.051084593	0.08600692	0.11234549	0.13422583	0.121186204	0.108614616	0.08070491	0.071013145	0.057538252	0.062429126	0.039010003	0.03716861
a39	0.103721686	0.10432608	0.092709325	0.12703732	0.1293787	0.08046045	0.06920519	0.07546049	0.07012441	0.06625386	0.04745823	0.018888688	0.014975544
a8	0.041069105	0.06460568	0.09231528	0.1435283	0.16650613	0.11220166	0.078175746	0.055377718	0.06846013	0.05693328	0.07429457	0.026669858	0.019862538
a31	0.036084767	0.049088668	0.080125704	0.1407589	0.14752024	0.11393115	0.09939791	0.07391369	0.07563388	0.06648672	0.061985645	0.031004421	0.024068229
a13	0.07944932	0.09146406	0.09329594	0.14580801	0.12397108	0.07510632	0.06812637	0.07737599	0.07693207	0.07168161	0.05591946	0.022218732	0.018651018
a31	0.038962424	0.039962612	0.063418016	0.16575398	0.14438172	0.096430354	0.09336823	0.07374641	0.08639194	0.07624742	0.0694041	0.02921572	0.022717016
a46	0.07612582	0.07414276	0.08037187	0.14247474	0.125559	0.08165373	0.076014124	0.08904213	0.08519318	0.080390245	0.05089526	0.02032236	0.017814808
a35	0.047254484	0.034123644	0.051356725	0.11976403	0.13371763	0.11614989	0.11067919	0.08771894	0.10375866	0.08884426	0.06698223	0.022420794	0.017229535
a24	0.0423824	0.043140493	0.061648864	0.16190603	0.12721807	0.09041924	0.09622638	0.085201815	0.07846245	0.074584186	0.06340935	0.04133897	0.03406181
a18	0.04364648	0.044664122	0.0658752	0.14517254	0.110640146	0.09029911	0.09511595	0.086610995	0.09157254	0.08299922	0.070007935	0.043201365	0.030194413
a17	0.032231223	0.043998033	0.0737107	0.17939821	0.16462004	0.09353753	0.087179445	0.06962928	0.07280241	0.06595389	0.061367765	0.032554813	0.023016624
a43	0.03268048	0.04611991	0.0746429	0.16315621	0.17317295	0.1073029	0.09015496	0.06434553	0.07495457	0.06535451	0.06398046	0.026740702	0.01739389
a31	0.03134551	0.043137684	0.07433856	0.18037383	0.17281418	0.091397926	0.08535096	0.07351635	0.06262242	0.058716316	0.056468952	0.038846534	0.031070745
a20	0.094110265	0.10055204	0.0972632	0.12724966	0.10677047	0.07084828	0.06439658	0.07947483	0.077447705	0.07346835	0.052757263	0.02823818	0.027423168
a24	0.05016786	0.04325647	0.06952439	0.17466079	0.15496631	0.09113463	0.08305675	0.068644404	0.078652225	0.06853794	0.059929103	0.029077778	0.028391235
a49	0.047538362	0.039478566	0.059620976	0.17839557	0.15478745	0.08573627	0.08780401	0.080848694	0.07659148	0.07178723	0.06090465	0.02995898	0.026547763
a39	0.038292076	0.058301114	0.09417226	0.15089707	0.15370984	0.09674137	0.08191316	0.064872816	0.06810478	0.060491886	0.055523608	0.037633345	0.039346684
a19	0.041092448	0.04659357	0.07426741	0.11931172	0.16016552	0.13157137	0.10886649	0.07526379	0.07920874	0.061508335	0.056008417	0.022680828	0.023461359
a18	0.039395243	0.04465046	0.071240604	0.17261809	0.17716825	0.087822355	0.083400324	0.07664172	0.064311534	0.060927276	0.050595738	0.037135914	0.03409245
a31	0.03843766	0.049792666	0.077729605	0.12266653	0.14741835	0.12060995	0.10960366	0.085156575	0.07403101	0.060473967	0.056666598	0.030728566	0.026684865
a17	0.094631985	0.09287163	0.0989957	0.1181598	0.13247763	0.08070472	0.06453311	0.06874119	0.06591855	0.061890893	0.055061888	0.03415795	0.03185501
a20	0.045911405	0.048171896	0.06412926	0.17168403	0.17957273	0.08968742	0.08202952	0.077380136	0.06973373	0.066364385	0.045774247	0.029898547	0.029662682
a31	0.042431433	0.06131285	0.10032708	0.14587949	0.15242012	0.10470764	0.08502718	0.06589757	0.058648013	0.051100474	0.051214635	0.03972466	0.041308776
a37	0.092739664	0.07897779	0.09680018	0.12358471	0.12999186	0.082004435	0.06630452	0.069019586	0.06531354	0.06026852	0.061319485	0.037889555	0.03578617
a31	0.057487894	0.055196643	0.077693634	0.1742112	0.17519087	0.084373295	0.06956567	0.058846783	0.052792456	0.051676977	0.047683854	0.04378334	0.05149736
a20	0.10124363	0.060113113	0.08849897	0.1372894	0.12396314	0.08607078	0.06638426	0.06402827	0.05954453	0.052609127	0.0700153	0.04489685	0.045342557
a31	0.07309867	0.054566663	0.060161997	0.18232235	0.13251838	0.07338158	0.067480646	0.065819904	0.06447965	0.06631632	0.056847896	0.051366355	0.051639542
a24	0.12305661	0.058726963	0.0669373	0.13738	0.11761896	0.08307476	0.06747146	0.05633601	0.06895039	0.06230542	0.06760936	0.043821216	0.046711612
a20	0.079371765	0.063084096	0.061726887	0.095795184	0.08362919	0.0792915	0.07827329	0.08165868	0.08019736	0.08883226	0.07444745	0.07490178	0.058790542
a24	0.06287555	0.061604038	0.06677013	0.15296875	0.10397135	0.06669342	0.06432654	0.0657461	0.06364354	0.073115714	0.06277269	0.08341885	0.07209337
a8	0.059741434	0.05972558	0.06679953	0.15720409	0.11029723	0.065758616	0.063488655	0.06480583	0.0625202	0.071492285	0.062978834	0.08244654	0.0727412
a31	0.052700873	0.052358452	0.05902086	0.15345863	0.13195853	0.075099714	0.07431995	0.080710225	0.07775032	0.07911716	0.05171688	0.056174234	0.05561418
a29	0.098224245	0.06281944	0.0754798	0.121636465	0.1173465	0.090560906	0.07861993	0.061457444	0.06993685	0.06410601	0.069295995	0.043181397	0.04733501
a31	0.060087238	0.058460724	0.06398774	0.13147067	0.10035347	0.062499672	0.059037127	0.06756631	0.061523747	0.08801412	0.07172152	0.09533043	0.07994725
a28	0.12292347	0.0623244	0.06814171	0.12531601	0.10923675	0.08112894	0.06865193	0.056935914	0.072084285	0.06657058	0.07039709	0.046358433	0.049930435
a24	0.061482847	0.057606976	0.05964503	0.11580389	0.0832016	0.06167874	0.059694435	0.07068616	0.06426909	0.09434777	0.07784998	0.10454284	0.08919064
a46	0.061733935	0.059475005	0.06180187	0.11684674	0.08205661	0.06351343	0.062808394	0.06843265	0.0652782	0.08809476	0.076229	0.10141086	0.09231854
