 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.09907745	0.09827034	0.098649815	0.10420097	0.101422645	0.10783543	0.17138492	0.21915847
a20	0.13983098	0.11637832	0.093402416	0.09434201	0.16665238	0.08330871	0.1440989	0.16198628
a8	0.2872963	0.1861064	0.14002144	0.08762897	0.1138235	0.05846542	0.06591099	0.06074701
a20	0.15960442	0.1191261	0.10440448	0.10879222	0.16563739	0.107627735	0.12140084	0.11340684
a31	0.31910062	0.20941941	0.16055647	0.09334479	0.089729756	0.04866623	0.04220644	0.036976248
a28	0.3197066	0.16451076	0.118787296	0.09728339	0.10080836	0.06607541	0.06888138	0.06394684
a31	0.21876064	0.1579316	0.13039173	0.109466344	0.13038278	0.0842363	0.09231346	0.07651712
a18	0.3141005	0.17160426	0.11879213	0.09288866	0.10450568	0.07143784	0.06663776	0.06003316
a31	0.19012775	0.14428039	0.10766645	0.10353601	0.14017373	0.09053346	0.11828298	0.105399266
a3	0.29221526	0.17591587	0.12547253	0.09620327	0.10825425	0.07599523	0.06818392	0.057759613
a31	0.1899818	0.15560912	0.10904392	0.10349915	0.13405018	0.0845485	0.11883033	0.10443699
a18	0.29372683	0.20502366	0.13909413	0.098408565	0.09271566	0.07175197	0.054481003	0.04479818
a31	0.23743328	0.18089515	0.11754777	0.11093361	0.105522916	0.084820226	0.08812062	0.07472638
a17	0.29204014	0.21159668	0.13097826	0.09242469	0.09209114	0.0771372	0.057145383	0.04658651
a20	0.26163602	0.19998428	0.113953	0.08104409	0.09476515	0.08532829	0.084123105	0.07916606
a31	0.22923157	0.21305215	0.15420695	0.09372928	0.096664	0.059861794	0.07415556	0.07909875
a20	0.28751716	0.19733177	0.12075423	0.08693484	0.10012504	0.08750263	0.06596261	0.05387174
a31	0.2384862	0.2073905	0.12833773	0.07423958	0.09858495	0.0693387	0.087731555	0.09589084
a20	0.2903853	0.20228311	0.123599045	0.06976097	0.09427243	0.08191892	0.073806226	0.06397397
a46	0.2315301	0.21709299	0.15091842	0.080027945	0.06720843	0.055089943	0.08746851	0.110663675
a31	0.2097237	0.20001161	0.16291517	0.1067817	0.06924538	0.05386621	0.08449788	0.11295833
a46	0.23207338	0.18679567	0.13101709	0.08317869	0.09599592	0.07852046	0.09078734	0.101631515
a8	0.19959332	0.19451448	0.17016675	0.117403455	0.06755422	0.055866405	0.07797827	0.11692312
a39	0.19366612	0.1893488	0.16941005	0.12271176	0.08044246	0.05342359	0.074752316	0.116244875
a31	0.15487713	0.15413332	0.15296334	0.14718403	0.09173727	0.05277082	0.08632697	0.16000715
</S>	0.25760028	0.19698384	0.1278372	0.08517452	0.07953849	0.06306776	0.0883762	0.1014217
