 	io	non	ho	cosa	da	mangiare	</S>
a31	0.08494861	0.13357215	0.16344994	0.16397975	0.16123706	0.14699502	0.14581743
a37	0.27036184	0.20542553	0.13700737	0.109104045	0.11324887	0.083959185	0.08089315
a31	0.2403512	0.17010397	0.13069037	0.09664079	0.10729617	0.13982756	0.11508986
a18	0.3571868	0.200445	0.10239432	0.08985231	0.0934173	0.09205786	0.06464649
a31	0.23206085	0.20963736	0.13304609	0.13329493	0.11735479	0.10547472	0.06913129
a11	0.25422165	0.21931152	0.13669556	0.119756676	0.10072625	0.106507026	0.06278136
a37	0.23318408	0.18927908	0.13505338	0.102887206	0.113686696	0.14003302	0.08587662
a15	0.23115665	0.17901342	0.13441502	0.10612161	0.091249935	0.14534843	0.11269502
a39	0.1903005	0.19332957	0.17720641	0.14721662	0.101826824	0.09124348	0.09887663
a31	0.21098624	0.22699928	0.16481003	0.11398714	0.07106654	0.10487383	0.10727696
a39	0.30138034	0.25181574	0.09617494	0.076305255	0.071617536	0.11978006	0.082926095
a20	0.2051894	0.22200197	0.16116923	0.11305021	0.08680962	0.09656098	0.115218624
a24	0.21413945	0.2536853	0.1908176	0.100355685	0.06853729	0.0737984	0.098666295
a31	0.1780966	0.23227707	0.23148315	0.13093977	0.081324905	0.06725821	0.07862026
a46	0.31386542	0.25901908	0.12357228	0.08745742	0.057895955	0.07225124	0.085938565
a31	0.15321216	0.22671287	0.20951454	0.13464542	0.09185628	0.09236595	0.091692805
a3	0.30446625	0.2637127	0.14927538	0.10014758	0.060478292	0.04994457	0.07197522
a31	0.13865782	0.24057147	0.21627234	0.14213064	0.08464974	0.085335724	0.09238232
</S>	0.30485994	0.26368403	0.15437874	0.103028834	0.062228143	0.0469297	0.06489061
