 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a46	0.050952025	0.05068845	0.050556954	0.050869897	0.051932663	0.051109243	0.05107655	0.050468598	0.05050885	0.05138868	0.07601186	0.13740405	0.15255111	0.12448103
a31	0.0503239	0.047886096	0.051266324	0.093144625	0.1241707	0.11653521	0.10185358	0.044111162	0.0722743	0.06420881	0.026210228	0.067196436	0.07172992	0.06908873
a27	0.13900605	0.10262844	0.09064798	0.09510836	0.106854655	0.12835635	0.117708296	0.05395058	0.042616148	0.026680674	0.02481825	0.023353187	0.026609628	0.02166141
a17	0.067390725	0.057801504	0.058183506	0.10538755	0.14654818	0.15327239	0.14869262	0.04214152	0.06096573	0.034180325	0.014230151	0.035406664	0.037860744	0.037938323
a31	0.08669986	0.08375865	0.084362894	0.09415172	0.113696285	0.15801147	0.17080687	0.06408224	0.036747377	0.023983186	0.015579117	0.020407716	0.027360437	0.02035212
a24	0.13967745	0.10293978	0.092347294	0.08661337	0.095079914	0.12660651	0.124534644	0.06255469	0.038423512	0.0244014	0.025222337	0.025914328	0.031776376	0.023908349
a29	0.07112126	0.06405963	0.07139017	0.11167872	0.14259067	0.14721881	0.12827584	0.04890357	0.046913423	0.030526767	0.019368585	0.0445473	0.037445046	0.035960156
a38	0.102707334	0.08262032	0.07820087	0.088699386	0.106982425	0.14765778	0.14952245	0.07100402	0.034159984	0.026057452	0.023543064	0.030788472	0.033535015	0.024521492
a31	0.08316316	0.06577914	0.070711635	0.094540894	0.1139902	0.15008803	0.15294218	0.07724187	0.03624192	0.031184223	0.021026433	0.037509143	0.03563363	0.02994759
a37	0.0921537	0.06480314	0.07150336	0.09670528	0.11691506	0.15124209	0.1542797	0.06319554	0.03609558	0.03036537	0.021501224	0.036540788	0.035173405	0.0295258
a28	0.07434027	0.064600505	0.07896445	0.090121254	0.098252304	0.11756338	0.12062858	0.10077306	0.052339435	0.044752907	0.038265694	0.042159528	0.04558965	0.03164901
a39	0.091023624	0.063487455	0.060668476	0.08988994	0.1036855	0.13172926	0.13610056	0.07635467	0.052038994	0.045369636	0.02814986	0.04660926	0.035195366	0.039697375
a18	0.09337041	0.06474781	0.05969277	0.08810635	0.10342117	0.12869024	0.13155743	0.07363202	0.052239668	0.044140168	0.027301732	0.046824962	0.04040798	0.045867313
a46	0.09868975	0.06995363	0.061319463	0.085427456	0.10219978	0.124025606	0.12815054	0.07524855	0.051807947	0.04211997	0.026459895	0.043792184	0.04293163	0.047873594
a31	0.09568999	0.07217522	0.06663674	0.09238721	0.11104169	0.11026508	0.1017792	0.07014123	0.05438515	0.04400835	0.027836483	0.051281836	0.045986786	0.05638509
a13	0.091818705	0.06686939	0.05974271	0.093154	0.12404263	0.14404114	0.13469242	0.0490677	0.04082749	0.0315072	0.020187473	0.049660474	0.048281286	0.04610743
a39	0.082604595	0.06131025	0.06103635	0.093264036	0.10620414	0.118774824	0.12421623	0.08168189	0.05627582	0.050581418	0.030424006	0.048055835	0.03657151	0.048999082
a31	0.08153076	0.061348747	0.06134	0.09294057	0.10621203	0.121951915	0.122790456	0.07612798	0.054626886	0.048795104	0.02957578	0.049689665	0.042843226	0.05022692
a13	0.095779195	0.06647833	0.05453595	0.0838407	0.11760151	0.15142262	0.14195028	0.052926417	0.040401798	0.032676827	0.020538393	0.047006354	0.048275903	0.046565782
a11	0.081891865	0.061737217	0.060998205	0.09280905	0.10761247	0.11837608	0.120982066	0.08007953	0.056765582	0.051168807	0.030871244	0.047876563	0.03756721	0.05126406
a28	0.07904853	0.06150998	0.060166575	0.09085517	0.10858533	0.13264097	0.12704173	0.07067591	0.05533503	0.047406275	0.029636422	0.04717217	0.04105952	0.04886639
a24	0.099582545	0.07115589	0.063023195	0.082790114	0.10561685	0.11818518	0.11628195	0.07928316	0.052182436	0.045215055	0.029657722	0.043216616	0.040811088	0.052998137
a18	0.09144198	0.06636305	0.061111744	0.08299907	0.10478671	0.12044682	0.12332094	0.07991304	0.05660404	0.04618464	0.030102689	0.042030104	0.042172454	0.05252268
a31	0.10431214	0.07852486	0.065181	0.080493234	0.10416759	0.12296659	0.12337559	0.080047816	0.047952864	0.03938655	0.026280358	0.039062362	0.040333364	0.047915682
a13	0.0910993	0.061971776	0.056666303	0.09080908	0.12013161	0.14713368	0.13809109	0.052311875	0.043649126	0.036478296	0.022817336	0.047718216	0.0460637	0.04505863
a39	0.089640446	0.06616294	0.060814988	0.08587111	0.104918644	0.12368622	0.12673992	0.078816086	0.053497124	0.047553986	0.029569687	0.04355637	0.038039412	0.05113301
a31	0.096958905	0.06811316	0.059729945	0.08292706	0.10348229	0.12834884	0.1364132	0.07299265	0.04881645	0.04228339	0.026322838	0.04260804	0.04264183	0.04836132
a39	0.09527151	0.0645208	0.0567502	0.088274606	0.11944971	0.14566971	0.13277762	0.05103051	0.046886303	0.038466513	0.024299541	0.04767735	0.042738665	0.04618694
a17	0.07551121	0.061171517	0.0645288	0.09770435	0.107679196	0.1191828	0.115943365	0.07390551	0.057617098	0.053883325	0.032413915	0.05067498	0.038824104	0.050959885
a31	0.11524886	0.08607638	0.07021248	0.07598276	0.099348724	0.115986995	0.11482624	0.08202455	0.044372156	0.036723852	0.028245524	0.038240574	0.044433735	0.048277233
a39	0.10407478	0.07738466	0.06956313	0.09752187	0.11933038	0.12172343	0.10795957	0.04306368	0.056040034	0.043719467	0.02784206	0.047125865	0.03413688	0.050514262
