 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	0.041711938	0.0472289	0.04095371	0.048146125	0.05284369	0.064065255	0.05461117	0.059368942	0.051372685	0.07974531	0.10722085	0.10789324	0.13872445	0.10611374
a20	0.0412397	0.07819157	0.068262085	0.06935364	0.06146213	0.10470073	0.10822865	0.132526	0.076016024	0.065397955	0.06495446	0.05434809	0.046462517	0.0288565
a13	0.026105955	0.040370878	0.0624325	0.055643372	0.071499	0.074351564	0.08471245	0.08442626	0.06685679	0.07548041	0.108055405	0.09013021	0.105354965	0.054580174
a31	0.03328897	0.056698505	0.08330873	0.08821516	0.09193022	0.064920805	0.0943446	0.08811865	0.09602472	0.07129418	0.07665503	0.06107126	0.05788606	0.03624313
a28	0.07265007	0.08805747	0.0819816	0.08166744	0.08843187	0.08224559	0.12874047	0.12814578	0.097144134	0.0444309	0.03337166	0.025997281	0.032794036	0.014341662
a31	0.04577048	0.071056366	0.08613747	0.09092348	0.091170646	0.06317142	0.10885791	0.104014546	0.119316846	0.056750372	0.049156778	0.039895397	0.04960861	0.024169784
a21	0.053832542	0.084252626	0.074301995	0.07707782	0.095335	0.08735687	0.14410828	0.14311665	0.091287754	0.041275993	0.030971732	0.02586281	0.034587424	0.016632572
a31	0.047393985	0.08615471	0.07063604	0.078424916	0.08989321	0.08462823	0.14138524	0.13792293	0.09936372	0.043023374	0.03135402	0.026331328	0.042295683	0.02119258
a20	0.048583105	0.07355404	0.06541713	0.059347954	0.08274854	0.10586349	0.16418163	0.17101641	0.077209875	0.039479908	0.03252195	0.028184758	0.034445778	0.01744544
a28	0.044637714	0.0669704	0.05409178	0.062052384	0.08300881	0.11177925	0.17919211	0.18009828	0.07269911	0.033706196	0.028263943	0.026219703	0.03566289	0.021617385
a27	0.055609107	0.074388646	0.04802559	0.04915264	0.071151175	0.12666483	0.16655527	0.18095957	0.06780868	0.0319392	0.027133983	0.027456949	0.045021094	0.028133241
a17	0.06665621	0.09934665	0.053616304	0.04468206	0.058685265	0.12874556	0.14006585	0.17457838	0.07221922	0.03328344	0.023628129	0.023693828	0.047658928	0.0331402
a4	0.063474976	0.08561288	0.054719973	0.05191434	0.059467763	0.11631014	0.1576435	0.18719873	0.077369526	0.03495625	0.02310052	0.021768901	0.03946017	0.027002327
a13	0.05801073	0.07964412	0.06270992	0.060573854	0.056966342	0.08980051	0.123116665	0.14599992	0.07771633	0.044876654	0.042040013	0.036844473	0.06834406	0.05335643
a31	0.046137005	0.06607206	0.0580767	0.052895717	0.057286017	0.10270865	0.12807007	0.1563505	0.05617906	0.03925321	0.04799978	0.04297432	0.08004709	0.065949865
a18	0.052300233	0.0639709	0.0575152	0.06090097	0.06057648	0.09793488	0.139825	0.1583593	0.11620377	0.053790044	0.0357439	0.033051994	0.040477566	0.029349677
a36	0.050566237	0.05316747	0.053757317	0.063495114	0.05323668	0.09881787	0.11019462	0.15379213	0.05722813	0.042636905	0.059099663	0.05457664	0.07649355	0.072937675
a46	0.04348306	0.05158212	0.052439626	0.06570951	0.060912468	0.09863134	0.103544764	0.13460504	0.06005069	0.056197472	0.07110075	0.06264511	0.07346701	0.06563106
a31	0.03550627	0.04271262	0.0498433	0.05029539	0.053652935	0.11776554	0.097956695	0.1335923	0.05150339	0.06014188	0.083388865	0.07595955	0.08603676	0.061644528
a20	0.06876193	0.046061117	0.061227947	0.05828557	0.04922698	0.0869633	0.10915133	0.15435657	0.07328175	0.054827143	0.058030814	0.05682819	0.065240525	0.057756823
a8	0.04413392	0.05116282	0.05499843	0.04764843	0.04613832	0.090415716	0.091525	0.11793138	0.053588916	0.07608345	0.08395912	0.07763493	0.09736127	0.06741837
a31	0.03151597	0.040372875	0.044293743	0.043905977	0.055889692	0.10078082	0.10544992	0.12716919	0.04507342	0.07893415	0.09261177	0.08425692	0.092331275	0.05741436
a24	0.077262156	0.05550229	0.06751227	0.06650425	0.051861648	0.06975581	0.08168753	0.0975156	0.07266158	0.054931108	0.07363181	0.07617843	0.08007981	0.07491566
a46	0.054837327	0.060033746	0.05008724	0.043445215	0.04210899	0.07120125	0.05722905	0.07374501	0.0713946	0.10740795	0.10347934	0.09376529	0.09267221	0.07859272
</S>	0.041698266	0.05096224	0.044271715	0.040615465	0.04329106	0.07734356	0.06496433	0.08438786	0.049796686	0.0985127	0.106296055	0.09912079	0.10908572	0.089653604
