 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.07473014	0.09322596	0.11252726	0.17442669	0.17007387	0.19714694	0.17786913
a20	0.1428432	0.19050197	0.15098602	0.14968127	0.113653995	0.14155833	0.11077517
a31	0.07145194	0.14440025	0.1216292	0.21669012	0.12797531	0.19122744	0.12662576
a37	0.105857015	0.2677182	0.15697177	0.19160683	0.09460253	0.1057969	0.07744676
a31	0.12521672	0.19243804	0.13408487	0.17449304	0.12468617	0.13818498	0.11089621
a30	0.08856007	0.15677969	0.09428469	0.19083041	0.11918639	0.2024056	0.14795308
a13	0.16455415	0.16528894	0.15765914	0.15577494	0.12131208	0.12025276	0.11515803
a20	0.18864708	0.18119547	0.12911013	0.11876854	0.10224051	0.13253088	0.14750732
a41	0.1480601	0.14823328	0.13030016	0.1326039	0.12149224	0.15881918	0.16049115
a33	0.15387292	0.1516515	0.115560666	0.11773167	0.11023191	0.17118996	0.17976134
a31	0.15086374	0.16297552	0.088485256	0.14860843	0.12240598	0.15823486	0.16842619
a41	0.13013451	0.17694354	0.08557871	0.1437642	0.1165778	0.18178691	0.16521434
a0	0.1933208	0.2053042	0.10568845	0.11601309	0.10264735	0.13168259	0.1453435
a31	0.12146667	0.17841528	0.117931865	0.20645075	0.14059646	0.12786613	0.10727283
a24	0.18399166	0.18248597	0.100562304	0.12086757	0.11204115	0.15029103	0.14976029
a31	0.122731134	0.17435543	0.11097487	0.19179559	0.14574485	0.14052519	0.11387296
a20	0.20522243	0.18114619	0.11356093	0.12611784	0.11364076	0.13098603	0.12932578
</S>	0.12124716	0.14723888	0.12289157	0.20580547	0.16459581	0.13209885	0.106122226
