 	vengono	vestiti	dai	genitori	</S>
a31	0.20810413	0.19984761	0.17368406	0.1971572	0.221207
a46	0.25119355	0.16951239	0.17248246	0.23097399	0.17583758
a18	0.106336616	0.14455824	0.10343432	0.31581184	0.329859
a31	0.13385282	0.22176258	0.13799782	0.28375465	0.22263215
a11	0.19432731	0.26603335	0.15970443	0.23122989	0.14870496
a31	0.1425963	0.22479229	0.13984306	0.2899183	0.20285006
a39	0.18772732	0.27647766	0.14930683	0.22785002	0.15863818
a31	0.15082605	0.24094838	0.11979686	0.29302847	0.19540022
a35	0.18331875	0.2529067	0.14150608	0.25777987	0.16448863
a31	0.19644837	0.2131644	0.120423675	0.27212778	0.1978357
a18	0.23694463	0.19638456	0.16864918	0.2564822	0.14153941
a0	0.22929443	0.20971344	0.13832791	0.23821257	0.18445165
a31	0.1854223	0.17085357	0.12382394	0.27836168	0.24153857
a37	0.25441396	0.18828855	0.20805992	0.21676832	0.1324692
a20	0.23832214	0.16969831	0.15633209	0.25517404	0.18047346
a31	0.17331783	0.13641143	0.12513255	0.30086735	0.26427084
a41	0.26021388	0.15087947	0.20713757	0.22706829	0.15470073
a20	0.23727398	0.14475226	0.14552554	0.23213083	0.24031739
a31	0.28110954	0.12486619	0.13393725	0.21710463	0.24298242
a20	0.26592043	0.12008809	0.19399008	0.21100429	0.20899709
a39	0.28364837	0.12145407	0.14934285	0.20622109	0.23933357
a46	0.30261308	0.13869014	0.15000474	0.19762617	0.21106589
a41	0.32254785	0.16397002	0.15670824	0.16779365	0.18898031
</S>	0.32687116	0.15902735	0.15077548	0.15477717	0.20854887
