 	ora	che	loro	non	vengono	più	</S>
a39	0.13580936	0.13468416	0.13385382	0.13408548	0.14179686	0.14378183	0.17598855
a20	0.16257477	0.115092084	0.09899501	0.19961056	0.09382235	0.15057012	0.17933515
a13	0.28920922	0.16691323	0.10945692	0.16029453	0.07677766	0.08849078	0.108857684
a17	0.31335583	0.17171825	0.10635415	0.14761595	0.06843199	0.091125384	0.10139839
a39	0.3309136	0.17178771	0.115341775	0.12961821	0.054035738	0.09738761	0.10091534
a8	0.3705208	0.1903008	0.11039188	0.11682613	0.052070282	0.081787795	0.07810234
a31	0.2955296	0.13880529	0.09794685	0.13537611	0.053016845	0.12294412	0.15638117
a15	0.35423642	0.19422689	0.13860683	0.10023006	0.08668443	0.062014055	0.06400134
a38	0.2916222	0.1760513	0.12329655	0.10204447	0.05220209	0.10625754	0.14852592
a31	0.31945926	0.18417259	0.12031423	0.110229515	0.061538726	0.089428976	0.11485667
a13	0.33041275	0.18867101	0.13950929	0.09716223	0.08439175	0.074488185	0.085364774
a20	0.2924583	0.21115789	0.12783198	0.11280973	0.072426535	0.080059215	0.103256404
a7	0.3509251	0.18799675	0.1137549	0.08229225	0.05710023	0.09320151	0.11472921
a11	0.3135253	0.19038484	0.11285178	0.09290029	0.055878773	0.09749877	0.13696018
a24	0.3516142	0.19416875	0.10519727	0.09496373	0.05859754	0.0896845	0.10577397
a15	0.32337266	0.15935138	0.10329992	0.09904736	0.054668996	0.11532276	0.14493683
a24	0.2746122	0.15973093	0.08602031	0.10139375	0.046198826	0.1499709	0.1820731
a31	0.34393865	0.19684145	0.10417592	0.09707782	0.050874412	0.09278883	0.11430294
a0	0.24503753	0.14081083	0.117521144	0.12384381	0.11301217	0.124869995	0.13490443
a18	0.29991326	0.21201253	0.12347451	0.07221472	0.04894009	0.10052762	0.14291734
a31	0.3389165	0.2098921	0.1030174	0.08739126	0.04151488	0.09677854	0.12248932
a38	0.2503818	0.1512914	0.1198713	0.121215045	0.10418478	0.121940754	0.13111494
a31	0.28878307	0.22802752	0.13725165	0.06720058	0.048420474	0.08803512	0.14228156
a20	0.30265057	0.17051432	0.11685114	0.09937747	0.08309215	0.112248	0.11526629
a31	0.28095526	0.25010693	0.14784975	0.08278842	0.05891092	0.06402378	0.11536495
a35	0.32973722	0.18653227	0.11064356	0.087506026	0.083199374	0.095355265	0.10702624
a31	0.257286	0.24915875	0.20686401	0.09117859	0.06554755	0.054143593	0.0758214
a18	0.32468396	0.19539955	0.099617705	0.08969842	0.084815115	0.09689457	0.10889067
a31	0.24466586	0.23999439	0.1949909	0.10078411	0.07882983	0.058235064	0.082499795
a46	0.32713658	0.20059688	0.0994901	0.089585304	0.08496679	0.08958348	0.108640864
a39	0.24408077	0.24018364	0.20593202	0.10455109	0.07725042	0.056876604	0.07112551
a31	0.21431564	0.21377897	0.19806437	0.13289773	0.092577085	0.06549106	0.082875155
</S>	0.3277821	0.20825306	0.09874735	0.08981372	0.084540755	0.082628176	0.1082348
