 	dove	aveva	per	stare	non	aveva	</S>
a24	0.11411637	0.11011335	0.1447437	0.12731867	0.16549072	0.14918962	0.18902756
a20	0.14173003	0.11989589	0.11352669	0.08151499	0.13440888	0.18658207	0.22234142
a13	0.25677767	0.17824979	0.1721897	0.08136172	0.13033141	0.102655895	0.07843379
a37	0.27488595	0.16976164	0.15545766	0.09577471	0.14317535	0.09221191	0.068732835
a24	0.34810472	0.21228	0.18089105	0.08250086	0.082346186	0.0508067	0.043070413
a31	0.25198182	0.16630101	0.1555512	0.0972547	0.1256795	0.11436984	0.08886197
a20	0.30973285	0.16124842	0.13903444	0.105792396	0.08571525	0.10065702	0.09781967
a0	0.27554572	0.1849317	0.14240147	0.07386023	0.094452135	0.12533508	0.10347365
a20	0.20836857	0.1720654	0.15609914	0.09126387	0.078391515	0.14577463	0.1480369
a31	0.2819888	0.16945587	0.12917832	0.07097664	0.104513206	0.13104871	0.11283851
a8	0.2701489	0.15215074	0.12664104	0.11520854	0.11696145	0.110887036	0.10800225
a23	0.21377869	0.1900144	0.17599723	0.117149964	0.07620799	0.09004583	0.1368059
a38	0.19785114	0.18579294	0.1855116	0.111863114	0.08597053	0.08659433	0.14641628
a33	0.16884688	0.16177054	0.16704787	0.11465951	0.09487497	0.10989531	0.18290497
a31	0.19731118	0.1723357	0.16932163	0.10248901	0.08513162	0.10527502	0.16813578
a24	0.2760166	0.19835937	0.16197185	0.09483837	0.079608254	0.10013492	0.08907066
a18	0.17764843	0.16030858	0.18563356	0.110371165	0.09686905	0.10300294	0.1661663
a31	0.1932134	0.179117	0.18285468	0.11308479	0.08940065	0.09156765	0.15076183
a33	0.29925495	0.19307333	0.15980467	0.09362848	0.07291699	0.09024214	0.09107939
</S>	0.19156583	0.16525863	0.17100862	0.10485171	0.10333041	0.107410915	0.15657383
