 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.110376246	0.11007113	0.10787466	0.10380667	0.10605104	0.13270828	0.12441094	0.20470105
a31	0.15129592	0.15580064	0.19677578	0.06643036	0.09789875	0.11337496	0.07943369	0.13898991
a8	0.2827367	0.29273415	0.19145012	0.058786623	0.053019416	0.05707669	0.03633165	0.027864635
a31	0.17255476	0.19024377	0.14383328	0.08148264	0.10840758	0.11460794	0.06221979	0.12665026
a17	0.2723279	0.25770563	0.22576144	0.067499295	0.054001987	0.054891925	0.040039834	0.027772019
a18	0.18274327	0.21533743	0.21462937	0.082612544	0.07720516	0.08493133	0.057031948	0.08550898
a31	0.20717366	0.28629115	0.24788	0.053067844	0.052325614	0.059907135	0.04014414	0.053210434
a17	0.24328867	0.23690589	0.20233543	0.0797452	0.07336089	0.078306474	0.048558287	0.037499145
a30	0.20164631	0.21089134	0.21357645	0.08744487	0.070352845	0.07574471	0.06924487	0.071098536
a17	0.23462175	0.21765833	0.22826894	0.08459678	0.063414164	0.0631189	0.060652543	0.04766864
a39	0.19677655	0.1835594	0.16705458	0.099283785	0.085857816	0.091226794	0.085248895	0.09099216
a17	0.22989433	0.20523347	0.2314744	0.08354089	0.06299506	0.06484464	0.060418446	0.06159878
a31	0.2002039	0.20116566	0.19323853	0.087839365	0.074297935	0.084308416	0.07124136	0.08770492
a17	0.22709262	0.20284414	0.23757207	0.08058565	0.06869455	0.071557194	0.06595637	0.045697436
a20	0.23383565	0.20734024	0.17124723	0.08425677	0.07496785	0.07652162	0.07527941	0.07655125
a27	0.23109138	0.20664915	0.24392554	0.07702733	0.05827074	0.0630105	0.055339772	0.064685516
a20	0.1802635	0.1912768	0.18055502	0.08437577	0.08226639	0.10195259	0.069830835	0.10947912
a31	0.18950814	0.19903226	0.27917907	0.06356525	0.058764555	0.079670064	0.04751017	0.08277047
a18	0.18404791	0.16549554	0.18671587	0.101398215	0.10516626	0.112008125	0.08839391	0.056774117
a31	0.18502197	0.1892676	0.18476331	0.062907785	0.08060859	0.11060503	0.06781295	0.11901276
a13	0.21743503	0.17224805	0.17928317	0.09113672	0.094636016	0.09561565	0.0907282	0.05891717
a20	0.19583648	0.19741145	0.18571945	0.06541259	0.0735128	0.09311049	0.07498139	0.11401535
a31	0.20399761	0.20090917	0.1999924	0.060037687	0.0698623	0.08819265	0.06813393	0.10887425
a28	0.2297064	0.18062183	0.15975997	0.07356081	0.09311877	0.09401998	0.093633495	0.07557865
a31	0.20279764	0.20058174	0.19605134	0.06443173	0.05645263	0.08369265	0.068198405	0.12779382
a8	0.24612409	0.18967101	0.16157235	0.05954523	0.0829674	0.08716812	0.08793137	0.085020386
a17	0.21529259	0.21788588	0.20267381	0.09417229	0.058541812	0.061445896	0.05692889	0.09305887
a8	0.21034953	0.20678616	0.20435973	0.097234085	0.052705772	0.05526337	0.06210249	0.11119884
a23	0.21385029	0.21294111	0.20700637	0.09048244	0.056759596	0.06062723	0.057770614	0.10056237
a8	0.21018606	0.20672578	0.20412648	0.094997615	0.053163007	0.057360962	0.061836746	0.11160335
a20	0.21193296	0.210803	0.20445037	0.08684287	0.056040555	0.06507621	0.058600627	0.106253415
a31	0.20599926	0.19325043	0.18748428	0.08975522	0.04935847	0.06581665	0.076687045	0.13164866
a39	0.24233416	0.19157347	0.16354223	0.05914287	0.078067325	0.087577716	0.08651827	0.091244
a18	0.21367994	0.2091578	0.20544463	0.07721142	0.05029546	0.059976224	0.061546464	0.12268813
a37	0.21536717	0.21359561	0.2100553	0.08622817	0.050690323	0.061224304	0.05815323	0.10468592
a31	0.21448399	0.20765957	0.2036232	0.07463754	0.047729	0.06691168	0.066776	0.11817898
a8	0.23912951	0.18799384	0.16035007	0.060176324	0.08220701	0.08905582	0.08921095	0.09187643
a23	0.21596196	0.21888474	0.20061351	0.09280029	0.059155487	0.061277207	0.058158997	0.09314779
a37	0.220001	0.21651824	0.2130049	0.092848204	0.053296853	0.051973037	0.057655197	0.094702594
a8	0.21498592	0.20651877	0.20211245	0.087374814	0.044671908	0.05822448	0.062924094	0.123187475
</S>	0.21985991	0.22120918	0.20646226	0.08789046	0.054942116	0.060286473	0.05542125	0.093928255
